year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_hc_total_t
2013,NUTS,2010,PL5,1,3186.0
2014,NUTS,2010,PL5,1,3816.0
2015,NUTS,2010,PL5,1,4175.0
2016,NUTS,2010,PL5,1,5648.0
2017,NUTS,2010,PL5,1,7907.0
2018,NUTS,2010,PL5,1,10004.0
2019,NUTS,2010,PL5,1,11232.0
2011,NUTS,2010,PL51,2,1990.0
2012,NUTS,2010,PL51,2,2348.0
2013,NUTS,2010,PL51,2,2913.0
2014,NUTS,2010,PL51,2,3542.0
2015,NUTS,2010,PL51,2,3795.0
2016,NUTS,2010,PL51,2,4980.0
2017,NUTS,2010,PL51,2,6951.0
2018,NUTS,2010,PL51,2,8865.0
2019,NUTS,2010,PL51,2,10117.0
2011,NUTS,2010,PL52,2,177.0
2012,NUTS,2010,PL52,2,299.0
2013,NUTS,2010,PL52,2,273.0
2014,NUTS,2010,PL52,2,274.0
2015,NUTS,2010,PL52,2,380.0
2016,NUTS,2010,PL52,2,668.0
2017,NUTS,2010,PL52,2,956.0
2018,NUTS,2010,PL52,2,1139.0
2019,NUTS,2010,PL52,2,1115.0
2011,NUTS,2010,PL6,1,3029.0
2012,NUTS,2010,PL6,1,3641.0
2013,NUTS,2010,PL6,1,3721.0
2014,NUTS,2010,PL6,1,4355.0
2015,NUTS,2010,PL6,1,5449.0
2016,NUTS,2010,PL6,1,7075.0
2017,NUTS,2010,PL6,1,9413.0
2018,NUTS,2010,PL6,1,12278.0
2019,NUTS,2010,PL6,1,13300.0
2011,NUTS,2010,PL61,2,704.0
2012,NUTS,2010,PL61,2,1005.0
2013,NUTS,2010,PL61,2,845.0
2014,NUTS,2010,PL61,2,971.0
2015,NUTS,2010,PL61,2,1243.0
2016,NUTS,2010,PL61,2,1773.0
2017,NUTS,2010,PL61,2,2911.0
2018,NUTS,2010,PL61,2,3386.0
2019,NUTS,2010,PL61,2,3476.0
2011,NUTS,2010,PL62,2,180.0
2012,NUTS,2010,PL62,2,268.0
2013,NUTS,2010,PL62,2,232.0
2014,NUTS,2010,PL62,2,355.0
2015,NUTS,2010,PL62,2,519.0
2016,NUTS,2010,PL62,2,726.0
2017,NUTS,2010,PL62,2,1086.0
2018,NUTS,2010,PL62,2,1386.0
2019,NUTS,2010,PL62,2,1494.0
2011,NUTS,2010,PL63,2,2145.0
2012,NUTS,2010,PL63,2,2368.0
2013,NUTS,2010,PL63,2,2644.0
2014,NUTS,2010,PL63,2,3029.0
2015,NUTS,2010,PL63,2,3687.0
2016,NUTS,2010,PL63,2,4576.0
2017,NUTS,2010,PL63,2,5416.0
2018,NUTS,2010,PL63,2,7506.0
2019,NUTS,2010,PL63,2,8330.0
2016,NUTS,2010,PL7,1,3592.0
2017,NUTS,2010,PL7,1,4564.0
2018,NUTS,2010,PL7,1,5380.0
2019,NUTS,2010,PL7,1,5745.0
2016,NUTS,2010,PL71,2,3084.0
2017,NUTS,2010,PL71,2,3834.0
2018,NUTS,2010,PL71,2,4505.0
2019,NUTS,2010,PL71,2,4807.0
2016,NUTS,2010,PL72,2,508.0
2017,NUTS,2010,PL72,2,730.0
2018,NUTS,2010,PL72,2,875.0
2019,NUTS,2010,PL72,2,938.0
2016,NUTS,2010,PL8,1,7783.0
2017,NUTS,2010,PL8,1,7892.0
2018,NUTS,2010,PL8,1,8830.0
2019,NUTS,2010,PL8,1,9676.0
2016,NUTS,2010,PL81,2,1432.0
2017,NUTS,2010,PL81,2,1796.0
2018,NUTS,2010,PL81,2,2054.0
2019,NUTS,2010,PL81,2,2213.0
2016,NUTS,2010,PL82,2,5638.0
2017,NUTS,2010,PL82,2,5131.0
2018,NUTS,2010,PL82,2,5592.0
2019,NUTS,2010,PL82,2,6075.0
2016,NUTS,2010,PL84,2,713.0
2017,NUTS,2010,PL84,2,965.0
2018,NUTS,2010,PL84,2,1184.0
2019,NUTS,2010,PL84,2,1388.0
2016,NUTS,2010,PL9,1,24401.0
2017,NUTS,2010,PL9,1,38311.0
2018,NUTS,2010,PL9,1,45856.0
2019,NUTS,2010,PL9,1,45667.0
2016,NUTS,2010,PL91,2,23295.0
2017,NUTS,2010,PL91,2,36891.0
2016,NUTS,2010,PL92,2,1106.0
2017,NUTS,2010,PL92,2,1420.0
2011,NUTS,2010,PT,0,30594.0
2012,NUTS,2010,PT,0,30825.0
2013,NUTS,2010,PT,0,33238.0
2014,NUTS,2010,PT,0,35609.0
2015,NUTS,2010,PT,0,40788.0
2016,NUTS,2010,PT,0,38977.0
2017,NUTS,2010,PT,0,43427.0
2018,NUTS,2010,PT,0,47436.0
2019,NUTS,2010,PT,0,52966.0
2020,NUTS,2010,PT,0,61823.0
2011,NUTS,2010,PT1,1,30419.0
2012,NUTS,2010,PT1,1,30622.0
2013,NUTS,2010,PT1,1,33057.0
2014,NUTS,2010,PT1,1,35422.0
2015,NUTS,2010,PT1,1,40569.0
2016,NUTS,2010,PT1,1,38732.0
2017,NUTS,2010,PT1,1,43127.0
2018,NUTS,2010,PT1,1,46967.0
2019,NUTS,2010,PT1,1,52415.0
2020,NUTS,2010,PT1,1,61309.0
2011,NUTS,2010,PT11,2,10851.0
2012,NUTS,2010,PT11,2,11949.0
2013,NUTS,2010,PT11,2,12982.0
2014,NUTS,2010,PT11,2,14549.0
2015,NUTS,2010,PT11,2,19276.0
2016,NUTS,2010,PT11,2,13773.0
2017,NUTS,2010,PT11,2,16135.0
2018,NUTS,2010,PT11,2,17408.0
2019,NUTS,2010,PT11,2,19301.0
2020,NUTS,2010,PT11,2,23686.0
2011,NUTS,2010,PT15,2,203.0
2012,NUTS,2010,PT15,2,171.0
2013,NUTS,2010,PT15,2,181.0
2014,NUTS,2010,PT15,2,262.0
2015,NUTS,2010,PT15,2,357.0
2016,NUTS,2010,PT15,2,291.0
2017,NUTS,2010,PT15,2,236.0
2018,NUTS,2010,PT15,2,269.0
2019,NUTS,2010,PT15,2,475.0
2020,NUTS,2010,PT15,2,606.0
2011,NUTS,2010,PT16,2,6562.0
2012,NUTS,2010,PT16,2,5912.0
2013,NUTS,2010,PT16,2,6252.0
2014,NUTS,2010,PT16,2,6884.0
2015,NUTS,2010,PT16,2,7297.0
2016,NUTS,2010,PT16,2,8496.0
2017,NUTS,2010,PT16,2,9667.0
2018,NUTS,2010,PT16,2,10687.0
2019,NUTS,2010,PT16,2,12303.0
2020,NUTS,2010,PT16,2,13171.0
2011,NUTS,2010,PT17,2,12194.0
2012,NUTS,2010,PT17,2,11908.0
2013,NUTS,2010,PT17,2,12934.0
2014,NUTS,2010,PT17,2,12839.0
2015,NUTS,2010,PT17,2,12684.0
2016,NUTS,2010,PT17,2,14990.0
2017,NUTS,2010,PT17,2,15625.0
2018,NUTS,2010,PT17,2,16683.0
2019,NUTS,2010,PT17,2,18187.0
2020,NUTS,2010,PT17,2,21194.0
2011,NUTS,2010,PT18,2,609.0
2012,NUTS,2010,PT18,2,682.0
2013,NUTS,2010,PT18,2,708.0
2014,NUTS,2010,PT18,2,888.0
2015,NUTS,2010,PT18,2,955.0
2016,NUTS,2010,PT18,2,1182.0
2017,NUTS,2010,PT18,2,1464.0
2018,NUTS,2010,PT18,2,1920.0
2019,NUTS,2010,PT18,2,2149.0
2020,NUTS,2010,PT18,2,2652.0
2011,NUTS,2010,PT2,1,61.0
2012,NUTS,2010,PT2,1,96.0
2013,NUTS,2010,PT2,1,58.0
2014,NUTS,2010,PT2,1,62.0
2015,NUTS,2010,PT2,1,73.0
2016,NUTS,2010,PT2,1,87.0
2017,NUTS,2010,PT2,1,112.0
2018,NUTS,2010,PT2,1,126.0
2019,NUTS,2010,PT2,1,124.0
2020,NUTS,2010,PT2,1,116.0
2011,NUTS,2010,PT20,2,61.0
2012,NUTS,2010,PT20,2,96.0
2013,NUTS,2010,PT20,2,58.0
2014,NUTS,2010,PT20,2,62.0
2015,NUTS,2010,PT20,2,73.0
2016,NUTS,2010,PT20,2,87.0
2017,NUTS,2010,PT20,2,112.0
2018,NUTS,2010,PT20,2,126.0
2019,NUTS,2010,PT20,2,124.0
2020,NUTS,2010,PT20,2,116.0
2011,NUTS,2010,PT3,1,114.0
2012,NUTS,2010,PT3,1,107.0
2013,NUTS,2010,PT3,1,123.0
2014,NUTS,2010,PT3,1,125.0
2015,NUTS,2010,PT3,1,146.0
2016,NUTS,2010,PT3,1,158.0
2017,NUTS,2010,PT3,1,188.0
2018,NUTS,2010,PT3,1,343.0
2019,NUTS,2010,PT3,1,427.0
2020,NUTS,2010,PT3,1,398.0
2011,NUTS,2010,PT30,2,114.0
2012,NUTS,2010,PT30,2,107.0
2013,NUTS,2010,PT30,2,123.0
2014,NUTS,2010,PT30,2,125.0
2015,NUTS,2010,PT30,2,146.0
2016,NUTS,2010,PT30,2,158.0
2017,NUTS,2010,PT30,2,188.0
2018,NUTS,2010,PT30,2,343.0
2019,NUTS,2010,PT30,2,427.0
2020,NUTS,2010,PT30,2,398.0
2011,NUTS,2010,RO,0,11575.0
2012,NUTS,2010,RO,0,11883.0
2013,NUTS,2010,RO,0,11512.0
2014,NUTS,2010,RO,0,11681.0
2015,NUTS,2010,RO,0,11646.0
2016,NUTS,2010,RO,0,11963.0
2017,NUTS,2010,RO,0,12467.0
2018,NUTS,2010,RO,0,12958.0
2019,NUTS,2010,RO,0,12406.0
2011,NUTS,2010,RO1,1,1957.0
2012,NUTS,2010,RO1,1,1632.0
2013,NUTS,2010,RO1,1,1113.0
2014,NUTS,2010,RO1,1,2492.0
2015,NUTS,2010,RO1,1,2205.0
2016,NUTS,2010,RO1,1,2393.0
2017,NUTS,2010,RO1,1,2450.0
2018,NUTS,2010,RO1,1,2556.0
2019,NUTS,2010,RO1,1,2550.0
2011,NUTS,2010,RO11,2,944.0
2012,NUTS,2010,RO11,2,868.0
2013,NUTS,2010,RO11,2,493.0
2014,NUTS,2010,RO11,2,674.0
2015,NUTS,2010,RO11,2,513.0
2016,NUTS,2010,RO11,2,419.0
2017,NUTS,2010,RO11,2,517.0
2018,NUTS,2010,RO11,2,469.0
2019,NUTS,2010,RO11,2,327.0
2011,NUTS,2010,RO12,2,1012.0
2012,NUTS,2010,RO12,2,764.0
2013,NUTS,2010,RO12,2,620.0
2014,NUTS,2010,RO12,2,1818.0
2015,NUTS,2010,RO12,2,1692.0
2016,NUTS,2010,RO12,2,1974.0
2017,NUTS,2010,RO12,2,1933.0
2018,NUTS,2010,RO12,2,2087.0
2019,NUTS,2010,RO12,2,2223.0
2011,NUTS,2010,RO2,1,398.0
2012,NUTS,2010,RO2,1,979.0
2013,NUTS,2010,RO2,1,996.0
2014,NUTS,2010,RO2,1,793.0
2015,NUTS,2010,RO2,1,746.0
2016,NUTS,2010,RO2,1,752.0
2017,NUTS,2010,RO2,1,563.0
2018,NUTS,2010,RO2,1,520.0
2019,NUTS,2010,RO2,1,811.0
2011,NUTS,2010,RO21,2,338.0
2012,NUTS,2010,RO21,2,721.0
2013,NUTS,2010,RO21,2,864.0
2014,NUTS,2010,RO21,2,646.0
2015,NUTS,2010,RO21,2,536.0
2016,NUTS,2010,RO21,2,537.0
2017,NUTS,2010,RO21,2,475.0
2018,NUTS,2010,RO21,2,471.0
2019,NUTS,2010,RO21,2,756.0
2011,NUTS,2010,RO22,2,60.0
2012,NUTS,2010,RO22,2,258.0
2013,NUTS,2010,RO22,2,132.0
2014,NUTS,2010,RO22,2,147.0
2015,NUTS,2010,RO22,2,210.0
2016,NUTS,2010,RO22,2,215.0
2017,NUTS,2010,RO22,2,88.0
2018,NUTS,2010,RO22,2,49.0
2019,NUTS,2010,RO22,2,55.0
2011,NUTS,2010,RO3,1,8892.0
2012,NUTS,2010,RO3,1,8779.0
2013,NUTS,2010,RO3,1,8861.0
2014,NUTS,2010,RO3,1,7939.0
2015,NUTS,2010,RO3,1,7612.0
2016,NUTS,2010,RO3,1,7690.0
2017,NUTS,2010,RO3,1,8271.0
2018,NUTS,2010,RO3,1,8538.0
2019,NUTS,2010,RO3,1,7727.0
2011,NUTS,2010,RO31,2,816.0
2012,NUTS,2010,RO31,2,1819.0
2013,NUTS,2010,RO31,2,3212.0
2014,NUTS,2010,RO31,2,2554.0
2015,NUTS,2010,RO31,2,1637.0
2016,NUTS,2010,RO31,2,1534.0
2017,NUTS,2010,RO31,2,1218.0
2018,NUTS,2010,RO31,2,1530.0
2019,NUTS,2010,RO31,2,1518.0
2011,NUTS,2010,RO32,2,8076.0
2012,NUTS,2010,RO32,2,6960.0
2013,NUTS,2010,RO32,2,5649.0
2014,NUTS,2010,RO32,2,5385.0
2015,NUTS,2010,RO32,2,5975.0
2016,NUTS,2010,RO32,2,6156.0
2017,NUTS,2010,RO32,2,7053.0
2018,NUTS,2010,RO32,2,7008.0
2019,NUTS,2010,RO32,2,6209.0
2011,NUTS,2010,RO4,1,328.0
2012,NUTS,2010,RO4,1,493.0
2013,NUTS,2010,RO4,1,542.0
2014,NUTS,2010,RO4,1,458.0
2015,NUTS,2010,RO4,1,1083.0
2016,NUTS,2010,RO4,1,1128.0
2017,NUTS,2010,RO4,1,1183.0
2018,NUTS,2010,RO4,1,1344.0
2019,NUTS,2010,RO4,1,1318.0
2011,NUTS,2010,RO41,2,158.0
2012,NUTS,2010,RO41,2,300.0
2013,NUTS,2010,RO41,2,110.0
2014,NUTS,2010,RO41,2,197.0
2015,NUTS,2010,RO41,2,207.0
2016,NUTS,2010,RO41,2,127.0
2017,NUTS,2010,RO41,2,239.0
2018,NUTS,2010,RO41,2,202.0
2019,NUTS,2010,RO41,2,149.0
2011,NUTS,2010,RO42,2,170.0
2012,NUTS,2010,RO42,2,193.0
2013,NUTS,2010,RO42,2,432.0
2014,NUTS,2010,RO42,2,260.0
2015,NUTS,2010,RO42,2,876.0
2016,NUTS,2010,RO42,2,1001.0
2017,NUTS,2010,RO42,2,944.0
2018,NUTS,2010,RO42,2,1142.0
2019,NUTS,2010,RO42,2,1169.0
2011,NUTS,2010,RS,0,517.0
2012,NUTS,2010,RS,0,776.0
2013,NUTS,2010,RS,0,1121.0
2014,NUTS,2010,RS,0,3182.0
2015,NUTS,2010,RS,0,3334.0
2016,NUTS,2010,RS,0,3849.0
2017,NUTS,2010,RS,0,3340.0
2018,NUTS,2010,RS,0,3186.0
2019,NUTS,2010,RS,0,3221.0
2020,NUTS,2010,RS,0,3317.0
2018,NUTS,2010,RS1,1,2998.0
2019,NUTS,2010,RS1,1,2917.0
2020,NUTS,2010,RS1,1,2986.0
2018,NUTS,2010,RS11,2,2051.0
2019,NUTS,2010,RS11,2,1976.0
2020,NUTS,2010,RS11,2,2168.0
2018,NUTS,2010,RS12,2,947.0
2019,NUTS,2010,RS12,2,941.0
2020,NUTS,2010,RS12,2,818.0
2018,NUTS,2010,RS2,1,188.0
2019,NUTS,2010,RS2,1,304.0
2020,NUTS,2010,RS2,1,331.0
2018,NUTS,2010,RS21,2,67.0
2019,NUTS,2010,RS21,2,117.0
2020,NUTS,2010,RS21,2,142.0
2018,NUTS,2010,RS22,2,121.0
2019,NUTS,2010,RS22,2,187.0
2020,NUTS,2010,RS22,2,189.0
2011,NUTS,2010,RU,0,419752.0
2012,NUTS,2010,RU,0,394182.0
2013,NUTS,2010,RU,0,405268.0
2014,NUTS,2010,RU,0,405529.0
2015,NUTS,2010,RU,0,408802.0
2017,NUTS,2010,RU,0,377150.0
2018,NUTS,2010,RU,0,347080.0
2019,NUTS,2010,RU,0,379442.0
2011,NUTS,2010,SE,0,61746.0
2013,NUTS,2010,SE,0,65688.0
2015,NUTS,2010,SE,0,68911.0
2017,NUTS,2010,SE,0,75853.0
2019,NUTS,2010,SE,0,75944.0
2011,NUTS,2010,SE1,1,29880.0
2013,NUTS,2010,SE1,1,31809.0
2015,NUTS,2010,SE1,1,33854.0
2017,NUTS,2010,SE1,1,35244.0
2019,NUTS,2010,SE1,1,35083.0
2011,NUTS,2010,SE11,2,20451.0
2013,NUTS,2010,SE11,2,20644.0
2015,NUTS,2010,SE11,2,22301.0
2017,NUTS,2010,SE11,2,25732.0
2019,NUTS,2010,SE11,2,24572.0
2011,NUTS,2010,SE12,2,9429.0
2013,NUTS,2010,SE12,2,11165.0
2015,NUTS,2010,SE12,2,11553.0
2017,NUTS,2010,SE12,2,9512.0
2019,NUTS,2010,SE12,2,10511.0
2011,NUTS,2010,SE2,1,27919.0
2013,NUTS,2010,SE2,1,28970.0
2015,NUTS,2010,SE2,1,30096.0
2017,NUTS,2010,SE2,1,36280.0
2011,NUTS,2010,SE21,2,2660.0
2013,NUTS,2010,SE21,2,3474.0
2015,NUTS,2010,SE21,2,3359.0
2011,NUTS,2010,SE22,2,9362.0
2013,NUTS,2010,SE22,2,10034.0
2015,NUTS,2010,SE22,2,9136.0
2017,NUTS,2010,SE22,2,9101.0
2019,NUTS,2010,SE22,2,11243.0
2011,NUTS,2010,SE23,2,15898.0
2013,NUTS,2010,SE23,2,15461.0
2015,NUTS,2010,SE23,2,17601.0
2017,NUTS,2010,SE23,2,23465.0
2019,NUTS,2010,SE23,2,22426.0
2011,NUTS,2010,SE3,1,3943.0
2013,NUTS,2010,SE3,1,4910.0
2015,NUTS,2010,SE3,1,4962.0
2017,NUTS,2010,SE3,1,4218.0
2011,NUTS,2010,SE31,2,2026.0
2013,NUTS,2010,SE31,2,2580.0
2015,NUTS,2010,SE31,2,2787.0
2017,NUTS,2010,SE31,2,2237.0
2019,NUTS,2010,SE31,2,2281.0
2011,NUTS,2010,SE32,2,890.0
2013,NUTS,2010,SE32,2,803.0
2015,NUTS,2010,SE32,2,838.0
2011,NUTS,2010,SE33,2,1027.0
2013,NUTS,2010,SE33,2,1528.0
2015,NUTS,2010,SE33,2,1337.0
2017,NUTS,2010,SE33,2,1162.0
2019,NUTS,2010,SE33,2,1414.0
2011,NUTS,2010,SI,0,12276.0
2012,NUTS,2010,SI,0,12060.0
2013,NUTS,2010,SI,0,12743.0
2014,NUTS,2010,SI,0,12661.0
2015,NUTS,2010,SI,0,12465.0
2016,NUTS,2010,SI,0,12499.0
2017,NUTS,2010,SI,0,13602.0
2018,NUTS,2010,SI,0,14415.0
2019,NUTS,2010,SI,0,15783.0
2011,NUTS,2010,SI0,1,12276.0
2012,NUTS,2010,SI0,1,12060.0
2013,NUTS,2010,SI0,1,12743.0
2014,NUTS,2010,SI0,1,12661.0
2015,NUTS,2010,SI0,1,12465.0
2016,NUTS,2010,SI0,1,12499.0
2017,NUTS,2010,SI0,1,13602.0
2018,NUTS,2010,SI0,1,14415.0
2019,NUTS,2010,SI0,1,15783.0
2013,NUTS,2010,SI03,2,4940.0
2014,NUTS,2010,SI03,2,5088.0
2015,NUTS,2010,SI03,2,4912.0
2016,NUTS,2010,SI03,2,4762.0
2017,NUTS,2010,SI03,2,4981.0
2018,NUTS,2010,SI03,2,5593.0
2019,NUTS,2010,SI03,2,6413.0
2013,NUTS,2010,SI04,2,7803.0
2014,NUTS,2010,SI04,2,7573.0
2015,NUTS,2010,SI04,2,7553.0
2016,NUTS,2010,SI04,2,7738.0
2017,NUTS,2010,SI04,2,8621.0
2018,NUTS,2010,SI04,2,8822.0
2019,NUTS,2010,SI04,2,9370.0
2011,NUTS,2010,SK,0,4533.0
2012,NUTS,2010,SK,0,5138.0
2013,NUTS,2010,SK,0,4889.0
2014,NUTS,2010,SK,0,5397.0
2015,NUTS,2010,SK,0,6119.0
2016,NUTS,2010,SK,0,7168.0
2017,NUTS,2010,SK,0,7963.0
2018,NUTS,2010,SK,0,9303.0
2019,NUTS,2010,SK,0,10377.0
2020,NUTS,2010,SK,0,11661.0
2011,NUTS,2010,SK01,2,1349.0
2012,NUTS,2010,SK01,2,1794.0
2013,NUTS,2010,SK01,2,1884.0
2014,NUTS,2010,SK01,2,1494.0
2015,NUTS,2010,SK01,2,1654.0
2016,NUTS,2010,SK01,2,2801.0
2017,NUTS,2010,SK01,2,2502.0
2018,NUTS,2010,SK01,2,3144.0
2019,NUTS,2010,SK01,2,3524.0
2020,NUTS,2010,SK01,2,4040.0
2011,NUTS,2010,SK02,2,1589.0
2012,NUTS,2010,SK02,2,1715.0
2013,NUTS,2010,SK02,2,1273.0
2014,NUTS,2010,SK02,2,1883.0
2015,NUTS,2010,SK02,2,2344.0
2016,NUTS,2010,SK02,2,2014.0
2017,NUTS,2010,SK02,2,3025.0
2018,NUTS,2010,SK02,2,3026.0
2019,NUTS,2010,SK02,2,3286.0
2020,NUTS,2010,SK02,2,3300.0
2011,NUTS,2010,SK03,2,951.0
2012,NUTS,2010,SK03,2,950.0
2013,NUTS,2010,SK03,2,1012.0
2014,NUTS,2010,SK03,2,1265.0
2015,NUTS,2010,SK03,2,1396.0
2016,NUTS,2010,SK03,2,1384.0
2017,NUTS,2010,SK03,2,1434.0
2018,NUTS,2010,SK03,2,1849.0
2019,NUTS,2010,SK03,2,2280.0
2020,NUTS,2010,SK03,2,2399.0
2011,NUTS,2010,SK04,2,644.0
2012,NUTS,2010,SK04,2,679.0
2013,NUTS,2010,SK04,2,720.0
2014,NUTS,2010,SK04,2,755.0
2015,NUTS,2010,SK04,2,725.0
2016,NUTS,2010,SK04,2,969.0
2017,NUTS,2010,SK04,2,1002.0
2018,NUTS,2010,SK04,2,1284.0
2019,NUTS,2010,SK04,2,1287.0
2020,NUTS,2010,SK04,2,1922.0
2011,NUTS,2010,TR,0,55023.0
2012,NUTS,2010,TR,0,61378.0
2013,NUTS,2010,TR,0,69018.0
2014,NUTS,2010,TR,0,73737.0
2015,NUTS,2010,TR,0,77551.0
2016,NUTS,2010,TR,0,83873.0
2017,NUTS,2010,TR,0,101404.0
2018,NUTS,2010,TR,0,118867.0
2019,NUTS,2010,TR,0,129798.0
2020,NUTS,2010,TR,0,144674.0
2011,NUTS,2010,UK,0,197233.0
2012,NUTS,2010,UK,0,204365.0
2013,NUTS,2010,UK,0,230769.0
2014,NUTS,2010,UK,0,258680.0
2015,NUTS,2010,UK,0,274580.0
2016,NUTS,2010,UK,0,293647.0
2017,NUTS,2010,UK,0,338420.0
2018,NUTS,2010,UK,0,364877.0
2011,NUTS,2010,UKC,1,4482.0
2012,NUTS,2010,UKC,1,4533.0
2013,NUTS,2010,UKC,1,6001.0
2014,NUTS,2010,UKC,1,5690.0
2015,NUTS,2010,UKC,1,6297.0
2016,NUTS,2010,UKC,1,6818.0
2017,NUTS,2010,UKC,1,8931.0
2018,NUTS,2010,UKC,1,9680.0
2011,NUTS,2010,UKC1,2,1767.0
2012,NUTS,2010,UKC1,2,1888.0
2013,NUTS,2010,UKC1,2,3174.0
2014,NUTS,2010,UKC1,2,2317.0
2015,NUTS,2010,UKC1,2,2335.0
2016,NUTS,2010,UKC1,2,2254.0
2017,NUTS,2010,UKC1,2,3075.0
2018,NUTS,2010,UKC1,2,3673.0
2011,NUTS,2010,UKC2,2,2716.0
2012,NUTS,2010,UKC2,2,2645.0
2013,NUTS,2010,UKC2,2,2827.0
2014,NUTS,2010,UKC2,2,3373.0
2015,NUTS,2010,UKC2,2,3962.0
2016,NUTS,2010,UKC2,2,4564.0
2017,NUTS,2010,UKC2,2,5856.0
2018,NUTS,2010,UKC2,2,6007.0
2011,NUTS,2010,UKD,1,17121.0
2012,NUTS,2010,UKD,1,17546.0
2013,NUTS,2010,UKD,1,17245.0
2014,NUTS,2010,UKD,1,21170.0
2015,NUTS,2010,UKD,1,23234.0
2016,NUTS,2010,UKD,1,25423.0
2017,NUTS,2010,UKD,1,29303.0
2018,NUTS,2010,UKD,1,32689.0
2011,NUTS,2010,UKD1,2,1715.0
2012,NUTS,2010,UKD1,2,1505.0
2013,NUTS,2010,UKD1,2,1215.0
2014,NUTS,2010,UKD1,2,1952.0
2015,NUTS,2010,UKD1,2,2374.0
2016,NUTS,2010,UKD1,2,2509.0
2017,NUTS,2010,UKD1,2,2890.0
2018,NUTS,2010,UKD1,2,3575.0
2011,NUTS,2010,UKD3,2,4150.0
2012,NUTS,2010,UKD3,2,4353.0
2013,NUTS,2010,UKD3,2,4220.0
2014,NUTS,2010,UKD3,2,5287.0
2015,NUTS,2010,UKD3,2,6224.0
2016,NUTS,2010,UKD3,2,6868.0
2017,NUTS,2010,UKD3,2,8578.0
2018,NUTS,2010,UKD3,2,10006.0
2011,NUTS,2010,UKD4,2,3176.0
2012,NUTS,2010,UKD4,2,3467.0
2013,NUTS,2010,UKD4,2,3365.0
2014,NUTS,2010,UKD4,2,3612.0
2015,NUTS,2010,UKD4,2,4103.0
2016,NUTS,2010,UKD4,2,4909.0
2017,NUTS,2010,UKD4,2,5144.0
2018,NUTS,2010,UKD4,2,5861.0
2011,NUTS,2010,UKD6,2,5853.0
2012,NUTS,2010,UKD6,2,6002.0
2013,NUTS,2010,UKD6,2,5932.0
2014,NUTS,2010,UKD6,2,6931.0
2015,NUTS,2010,UKD6,2,7019.0
2016,NUTS,2010,UKD6,2,6576.0
2017,NUTS,2010,UKD6,2,7131.0
2018,NUTS,2010,UKD6,2,7540.0
2011,NUTS,2010,UKD7,2,2227.0
2012,NUTS,2010,UKD7,2,2219.0
2013,NUTS,2010,UKD7,2,2513.0
2014,NUTS,2010,UKD7,2,3389.0
2015,NUTS,2010,UKD7,2,3514.0
2016,NUTS,2010,UKD7,2,4561.0
2017,NUTS,2010,UKD7,2,5560.0
2018,NUTS,2010,UKD7,2,5708.0
2011,NUTS,2010,UKE,1,10581.0
2012,NUTS,2010,UKE,1,10542.0
2013,NUTS,2010,UKE,1,14347.0
2014,NUTS,2010,UKE,1,14851.0
2015,NUTS,2010,UKE,1,15952.0
2016,NUTS,2010,UKE,1,15990.0
2017,NUTS,2010,UKE,1,21837.0
2018,NUTS,2010,UKE,1,22625.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,1726.0
2013,NUTS,2010,UKE1,2,2284.0
2014,NUTS,2010,UKE1,2,2559.0
2015,NUTS,2010,UKE1,2,2476.0
2016,NUTS,2010,UKE1,2,2601.0
2017,NUTS,2010,UKE1,2,3282.0
2018,NUTS,2010,UKE1,2,3565.0
2011,NUTS,2010,UKE2,2,4444.0
2012,NUTS,2010,UKE2,2,2372.0
2013,NUTS,2010,UKE2,2,3302.0
2014,NUTS,2010,UKE2,2,3486.0
2015,NUTS,2010,UKE2,2,4035.0
2016,NUTS,2010,UKE2,2,4289.0
2017,NUTS,2010,UKE2,2,4785.0
2018,NUTS,2010,UKE2,2,5415.0
2011,NUTS,2010,UKE3,2,1905.0
2012,NUTS,2010,UKE3,2,1783.0
2013,NUTS,2010,UKE3,2,2330.0
2014,NUTS,2010,UKE3,2,2455.0
2015,NUTS,2010,UKE3,2,2645.0
2016,NUTS,2010,UKE3,2,2475.0
2017,NUTS,2010,UKE3,2,4170.0
2018,NUTS,2010,UKE3,2,3758.0
2011,NUTS,2010,UKE4,2,4232.0
2012,NUTS,2010,UKE4,2,4660.0
2013,NUTS,2010,UKE4,2,6431.0
2014,NUTS,2010,UKE4,2,6351.0
2015,NUTS,2010,UKE4,2,6795.0
2016,NUTS,2010,UKE4,2,6625.0
2017,NUTS,2010,UKE4,2,9599.0
2018,NUTS,2010,UKE4,2,9887.0
2011,NUTS,2010,UKF,1,15913.0
2012,NUTS,2010,UKF,1,16078.0
2013,NUTS,2010,UKF,1,19289.0
2014,NUTS,2010,UKF,1,20733.0
2015,NUTS,2010,UKF,1,20862.0
2016,NUTS,2010,UKF,1,23562.0
2017,NUTS,2010,UKF,1,25633.0
2018,NUTS,2010,UKF,1,27352.0
2011,NUTS,2010,UKF1,2,10780.0
2012,NUTS,2010,UKF1,2,11158.0
2013,NUTS,2010,UKF1,2,13739.0
2014,NUTS,2010,UKF1,2,14480.0
2015,NUTS,2010,UKF1,2,14585.0
2016,NUTS,2010,UKF1,2,16544.0
2017,NUTS,2010,UKF1,2,17741.0
