year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mact
2011,NUTS,2010,FR42,2,9.704
2012,NUTS,2010,FR42,2,6.542
1999,NUTS,2010,FR43,2,5.418
2000,NUTS,2010,FR43,2,3.604
2001,NUTS,2010,FR43,2,6.222
2002,NUTS,2010,FR43,2,1.679
2003,NUTS,2010,FR43,2,0.463
2004,NUTS,2010,FR43,2,3.178
2005,NUTS,2010,FR43,2,3.059
2006,NUTS,2010,FR43,2,0.983
2007,NUTS,2010,FR43,2,0.497
2009,NUTS,2010,FR43,2,5.581
2010,NUTS,2010,FR43,2,5.756
2012,NUTS,2010,FR43,2,2.828
1999,NUTS,2010,FR5,1,27.38
2000,NUTS,2010,FR5,1,43.772
2001,NUTS,2010,FR5,1,50.523
2002,NUTS,2010,FR5,1,47.585
2003,NUTS,2010,FR5,1,56.021
2004,NUTS,2010,FR5,1,46.338
2005,NUTS,2010,FR5,1,55.194
2006,NUTS,2010,FR5,1,56.922
2007,NUTS,2010,FR5,1,57.362
2008,NUTS,2010,FR5,1,44.476
2009,NUTS,2010,FR5,1,42.454
2010,NUTS,2010,FR5,1,43.283
2011,NUTS,2010,FR5,1,46.094
2012,NUTS,2010,FR5,1,38.545
1999,NUTS,2010,FR51,2,1.191
2000,NUTS,2010,FR51,2,3.061
2001,NUTS,2010,FR51,2,4.216
2002,NUTS,2010,FR51,2,1.044
2003,NUTS,2010,FR51,2,5.972
2004,NUTS,2010,FR51,2,5.046
2005,NUTS,2010,FR51,2,10.823
2006,NUTS,2010,FR51,2,5.862
2007,NUTS,2010,FR51,2,7.584
2008,NUTS,2010,FR51,2,4.406
2009,NUTS,2010,FR51,2,10.324
2010,NUTS,2010,FR51,2,6.087
2011,NUTS,2010,FR51,2,3.313
2012,NUTS,2010,FR51,2,2.916
1999,NUTS,2010,FR52,2,71.921
2000,NUTS,2010,FR52,2,114.254
2001,NUTS,2010,FR52,2,121.176
2002,NUTS,2010,FR52,2,117.937
2003,NUTS,2010,FR52,2,141.785
2004,NUTS,2010,FR52,2,120.081
2005,NUTS,2010,FR52,2,139.38
2006,NUTS,2010,FR52,2,146.67
2007,NUTS,2010,FR52,2,146.359
2008,NUTS,2010,FR52,2,114.109
2009,NUTS,2010,FR52,2,102.02
2010,NUTS,2010,FR52,2,110.989
2011,NUTS,2010,FR52,2,121.139
2012,NUTS,2010,FR52,2,101.293
2000,NUTS,2010,FR53,2,2.266
2001,NUTS,2010,FR53,2,2.562
2002,NUTS,2010,FR53,2,0.735
2003,NUTS,2010,FR53,2,2.092
2004,NUTS,2010,FR53,2,3.182
2005,NUTS,2010,FR53,2,1.326
2006,NUTS,2010,FR53,2,1.335
2007,NUTS,2010,FR53,2,2.623
2008,NUTS,2010,FR53,2,1.71
2009,NUTS,2010,FR53,2,1.286
2012,NUTS,2010,FR53,2,0.636
1999,NUTS,2010,FR6,1,9.264
2000,NUTS,2010,FR6,1,12.508
2001,NUTS,2010,FR6,1,10.042
2002,NUTS,2010,FR6,1,15.057
2003,NUTS,2010,FR6,1,8.113
2004,NUTS,2010,FR6,1,8.686
2005,NUTS,2010,FR6,1,9.889
2006,NUTS,2010,FR6,1,16.979
2007,NUTS,2010,FR6,1,13.368
2008,NUTS,2010,FR6,1,11.778
2009,NUTS,2010,FR6,1,12.32
2010,NUTS,2010,FR6,1,10.82
2011,NUTS,2010,FR6,1,8.521
2012,NUTS,2010,FR6,1,5.707
1999,NUTS,2010,FR61,2,1.597
2000,NUTS,2010,FR61,2,2.459
2001,NUTS,2010,FR61,2,1.812
2002,NUTS,2010,FR61,2,1.586
2003,NUTS,2010,FR61,2,1.514
2004,NUTS,2010,FR61,2,3.499
2005,NUTS,2010,FR61,2,1.263
2006,NUTS,2010,FR61,2,4.899
2007,NUTS,2010,FR61,2,4.463
2008,NUTS,2010,FR61,2,2.131
2009,NUTS,2010,FR61,2,2.288
2010,NUTS,2010,FR61,2,3.81
2011,NUTS,2010,FR61,2,2.656
2012,NUTS,2010,FR61,2,1.609
1999,NUTS,2010,FR62,2,21.054
2000,NUTS,2010,FR62,2,26.903
2001,NUTS,2010,FR62,2,22.504
2002,NUTS,2010,FR62,2,35.004
2003,NUTS,2010,FR62,2,16.89
2004,NUTS,2010,FR62,2,16.099
2005,NUTS,2010,FR62,2,21.736
2006,NUTS,2010,FR62,2,33.904
2007,NUTS,2010,FR62,2,22.591
2008,NUTS,2010,FR62,2,25.153
2009,NUTS,2010,FR62,2,26.263
2010,NUTS,2010,FR62,2,20.181
2011,NUTS,2010,FR62,2,16.854
2012,NUTS,2010,FR62,2,11.518
2003,NUTS,2010,FR63,2,2.584
2004,NUTS,2010,FR63,2,1.547
2006,NUTS,2010,FR63,2,1.032
2007,NUTS,2010,FR63,2,15.733
2010,NUTS,2010,FR63,2,3.171
1999,NUTS,2010,FR7,1,17.583
2000,NUTS,2010,FR7,1,22.435
2001,NUTS,2010,FR7,1,27.179
2002,NUTS,2010,FR7,1,31.161
2003,NUTS,2010,FR7,1,26.755
2004,NUTS,2010,FR7,1,23.058
2005,NUTS,2010,FR7,1,22.547
2006,NUTS,2010,FR7,1,20.534
2007,NUTS,2010,FR7,1,18.951
2008,NUTS,2010,FR7,1,17.554
2009,NUTS,2010,FR7,1,18.414
2010,NUTS,2010,FR7,1,19.936
2011,NUTS,2010,FR7,1,22.636
2012,NUTS,2010,FR7,1,14.19
1999,NUTS,2010,FR71,2,21.342
2000,NUTS,2010,FR71,2,26.932
2001,NUTS,2010,FR71,2,32.054
2002,NUTS,2010,FR71,2,36.641
2003,NUTS,2010,FR71,2,32.119
2004,NUTS,2010,FR71,2,27.52
2005,NUTS,2010,FR71,2,27.13
2006,NUTS,2010,FR71,2,23.381
2007,NUTS,2010,FR71,2,22.409
2008,NUTS,2010,FR71,2,21.02
2009,NUTS,2010,FR71,2,22.327
2010,NUTS,2010,FR71,2,23.146
2011,NUTS,2010,FR71,2,26.984
2012,NUTS,2010,FR71,2,17.105
1999,NUTS,2010,FR72,2,0.094
2000,NUTS,2010,FR72,2,1.843
2001,NUTS,2010,FR72,2,3.905
2002,NUTS,2010,FR72,2,4.451
2003,NUTS,2010,FR72,2,0.91
2004,NUTS,2010,FR72,2,1.491
2005,NUTS,2010,FR72,2,1.663
2006,NUTS,2010,FR72,2,7.458
2007,NUTS,2010,FR72,2,2.574
2008,NUTS,2010,FR72,2,1.149
2010,NUTS,2010,FR72,2,4.529
2011,NUTS,2010,FR72,2,1.685
1999,NUTS,2010,FR8,1,23.45
2000,NUTS,2010,FR8,1,29.074
2001,NUTS,2010,FR8,1,22.118
2002,NUTS,2010,FR8,1,23.105
2003,NUTS,2010,FR8,1,22.785
2004,NUTS,2010,FR8,1,19.081
2005,NUTS,2010,FR8,1,20.509
2006,NUTS,2010,FR8,1,25.297
2007,NUTS,2010,FR8,1,26.764
2008,NUTS,2010,FR8,1,19.653
2009,NUTS,2010,FR8,1,33.983
2010,NUTS,2010,FR8,1,25.77
2011,NUTS,2010,FR8,1,22.778
2012,NUTS,2010,FR8,1,27.567
1999,NUTS,2010,FR81,2,2.036
2000,NUTS,2010,FR81,2,4.869
2001,NUTS,2010,FR81,2,2.482
2002,NUTS,2010,FR81,2,4.156
2003,NUTS,2010,FR81,2,3.421
2004,NUTS,2010,FR81,2,3.429
2005,NUTS,2010,FR81,2,7.43
2006,NUTS,2010,FR81,2,4.743
2007,NUTS,2010,FR81,2,2.544
2008,NUTS,2010,FR81,2,3.322
2009,NUTS,2010,FR81,2,4.177
2010,NUTS,2010,FR81,2,6.69
2011,NUTS,2010,FR81,2,4.561
2012,NUTS,2010,FR81,2,2.745
1999,NUTS,2010,FR82,2,34.533
2000,NUTS,2010,FR82,2,42.376
2001,NUTS,2010,FR82,2,32.191
2002,NUTS,2010,FR82,2,33.896
2003,NUTS,2010,FR82,2,33.196
2004,NUTS,2010,FR82,2,27.553
2005,NUTS,2010,FR82,2,28.006
2006,NUTS,2010,FR82,2,36.98
2007,NUTS,2010,FR82,2,40.288
2008,NUTS,2010,FR82,2,28.752
2009,NUTS,2010,FR82,2,50.515
2010,NUTS,2010,FR82,2,36.925
2011,NUTS,2010,FR82,2,33.083
2012,NUTS,2010,FR82,2,41.188
2003,NUTS,2010,FR9,1,4.567
2004,NUTS,2010,FR9,1,1.998
2006,NUTS,2010,FR9,1,1.437
2007,NUTS,2010,FR9,1,4.235
2008,NUTS,2010,FR9,1,1.857
2009,NUTS,2010,FR9,1,1.035
2010,NUTS,2010,FR9,1,1.338
2003,NUTS,2010,FR91,2,6.406
2004,NUTS,2010,FR91,2,2.101
2008,NUTS,2010,FR91,2,1.961
2003,NUTS,2010,FR94,2,6.88
2004,NUTS,2010,FR94,2,3.365
2006,NUTS,2010,FR94,2,3.208
2007,NUTS,2010,FR94,2,9.548
2008,NUTS,2010,FR94,2,3.13
2009,NUTS,2010,FR94,2,2.308
2010,NUTS,2010,FR94,2,2.935
2002,NUTS,2010,HR,0,0.838
2003,NUTS,2010,HR,0,0.185
2004,NUTS,2010,HR,0,0.109
2005,NUTS,2010,HR,0,0.834
2006,NUTS,2010,HR,0,2.381
2007,NUTS,2010,HR,0,0.727
2008,NUTS,2010,HR,0,2.712
2010,NUTS,2010,HR,0,0.957
2012,NUTS,2010,HR,0,0.268
2002,NUTS,2010,HR0,1,0.279
2003,NUTS,2010,HR0,1,0.185
2004,NUTS,2010,HR0,1,0.109
2005,NUTS,2010,HR0,1,0.834
2006,NUTS,2010,HR0,1,2.381
2007,NUTS,2010,HR0,1,0.727
2008,NUTS,2010,HR0,1,2.712
2010,NUTS,2010,HR0,1,0.957
2012,NUTS,2010,HR0,1,0.268
2008,NUTS,2010,HR03,2,0.412
2007,NUTS,2010,HR04,2,1.059
2008,NUTS,2010,HR04,2,3.763
2010,NUTS,2010,HR04,2,1.402
2012,NUTS,2010,HR04,2,0.393
1999,NUTS,2010,HU,0,2.725
2000,NUTS,2010,HU,0,5.032
2001,NUTS,2010,HU,0,3.957
2002,NUTS,2010,HU,0,2.511
2003,NUTS,2010,HU,0,4.37
2004,NUTS,2010,HU,0,4.812
2005,NUTS,2010,HU,0,2.679
2006,NUTS,2010,HU,0,6.4
2007,NUTS,2010,HU,0,6.882
2008,NUTS,2010,HU,0,7.797
2009,NUTS,2010,HU,0,7.235
2010,NUTS,2010,HU,0,8.503
2011,NUTS,2010,HU,0,9.756
2012,NUTS,2010,HU,0,5.883
1999,NUTS,2010,HU1,1,8.602
2000,NUTS,2010,HU1,1,13.757
2001,NUTS,2010,HU1,1,12.1
2002,NUTS,2010,HU1,1,7.05
2003,NUTS,2010,HU1,1,13.081
2004,NUTS,2010,HU1,1,14.387
2005,NUTS,2010,HU1,1,7.369
2006,NUTS,2010,HU1,1,15.478
2007,NUTS,2010,HU1,1,18.589
2008,NUTS,2010,HU1,1,20.405
2009,NUTS,2010,HU1,1,18.804
2010,NUTS,2010,HU1,1,22.113
2011,NUTS,2010,HU1,1,26.532
2012,NUTS,2010,HU1,1,14.778
1999,NUTS,2010,HU10,2,8.602
2000,NUTS,2010,HU10,2,13.757
2001,NUTS,2010,HU10,2,12.1
2002,NUTS,2010,HU10,2,7.05
2003,NUTS,2010,HU10,2,13.081
2004,NUTS,2010,HU10,2,14.387
2005,NUTS,2010,HU10,2,7.369
2006,NUTS,2010,HU10,2,15.478
2007,NUTS,2010,HU10,2,18.589
2008,NUTS,2010,HU10,2,20.405
2009,NUTS,2010,HU10,2,18.804
2010,NUTS,2010,HU10,2,22.113
2011,NUTS,2010,HU10,2,26.532
2012,NUTS,2010,HU10,2,14.778
1999,NUTS,2010,HU2,1,0.385
2000,NUTS,2010,HU2,1,0.772
2001,NUTS,2010,HU2,1,0.254
2002,NUTS,2010,HU2,1,0.252
2003,NUTS,2010,HU2,1,1.109
2004,NUTS,2010,HU2,1,0.689
2005,NUTS,2010,HU2,1,0.233
2006,NUTS,2010,HU2,1,2.866
2007,NUTS,2010,HU2,1,1.334
2008,NUTS,2010,HU2,1,1.292
2009,NUTS,2010,HU2,1,1.313
2010,NUTS,2010,HU2,1,0.961
2011,NUTS,2010,HU2,1,1.532
2012,NUTS,2010,HU2,1,1.083
2000,NUTS,2010,HU21,2,2.112
2001,NUTS,2010,HU21,2,0.702
2002,NUTS,2010,HU21,2,0.689
2003,NUTS,2010,HU21,2,0.741
2004,NUTS,2010,HU21,2,1.874
2005,NUTS,2010,HU21,2,0.632
2006,NUTS,2010,HU21,2,2.525
2008,NUTS,2010,HU21,2,1.394
2009,NUTS,2010,HU21,2,2.53
2010,NUTS,2010,HU21,2,1.05
2011,NUTS,2010,HU21,2,2.209
2012,NUTS,2010,HU21,2,0.674
2006,NUTS,2010,HU22,2,0.725
2007,NUTS,2010,HU22,2,0.728
2009,NUTS,2010,HU22,2,1.126
2010,NUTS,2010,HU22,2,0.567
2011,NUTS,2010,HU22,2,1.517
2012,NUTS,2010,HU22,2,0.734
1999,NUTS,2010,HU23,2,1.314
2003,NUTS,2010,HU23,2,2.872
2006,NUTS,2010,HU23,2,5.826
2007,NUTS,2010,HU23,2,3.834
2008,NUTS,2010,HU23,2,2.717
2010,NUTS,2010,HU23,2,1.301
2011,NUTS,2010,HU23,2,0.667
2012,NUTS,2010,HU23,2,2.016
2000,NUTS,2010,HU3,1,1.522
2001,NUTS,2010,HU3,1,0.639
2002,NUTS,2010,HU3,1,0.805
2003,NUTS,2010,HU3,1,0.209
2004,NUTS,2010,HU3,1,0.431
2005,NUTS,2010,HU3,1,0.848
2006,NUTS,2010,HU3,1,1.946
2007,NUTS,2010,HU3,1,1.877
2008,NUTS,2010,HU3,1,2.682
2009,NUTS,2010,HU3,1,2.562
2010,NUTS,2010,HU3,1,3.188
2011,NUTS,2010,HU3,1,2.625
2012,NUTS,2010,HU3,1,2.279
2000,NUTS,2010,HU31,2,4.319
2001,NUTS,2010,HU31,2,2.141
2002,NUTS,2010,HU31,2,0.275
2006,NUTS,2010,HU31,2,0.691
2007,NUTS,2010,HU31,2,2.083
2008,NUTS,2010,HU31,2,0.698
2009,NUTS,2010,HU31,2,1.771
2010,NUTS,2010,HU31,2,0.531
2002,NUTS,2010,HU32,2,2.045
2004,NUTS,2010,HU32,2,0.587
2006,NUTS,2010,HU32,2,1.684
2010,NUTS,2010,HU32,2,1.413
2011,NUTS,2010,HU32,2,0.551
2012,NUTS,2010,HU32,2,0.538
2000,NUTS,2010,HU33,2,0.63
2003,NUTS,2010,HU33,2,0.636
2004,NUTS,2010,HU33,2,0.635
2005,NUTS,2010,HU33,2,2.504
2006,NUTS,2010,HU33,2,3.346
2007,NUTS,2010,HU33,2,3.747
2008,NUTS,2010,HU33,2,7.391
2009,NUTS,2010,HU33,2,6.053
2010,NUTS,2010,HU33,2,7.467
2011,NUTS,2010,HU33,2,7.276
2012,NUTS,2010,HU33,2,6.236
1999,NUTS,2010,IE,0,15.774
2000,NUTS,2010,IE,0,12.834
2001,NUTS,2010,IE,0,17.833
2002,NUTS,2010,IE,0,17.122
2003,NUTS,2010,IE,0,9.337
2004,NUTS,2010,IE,0,14.731
2005,NUTS,2010,IE,0,9.546
2006,NUTS,2010,IE,0,14.906
2007,NUTS,2010,IE,0,9.475
2008,NUTS,2010,IE,0,17.864
2009,NUTS,2010,IE,0,14.908
2010,NUTS,2010,IE,0,19.072
2011,NUTS,2010,IE,0,29.61
2012,NUTS,2010,IE,0,11.468
1999,NUTS,2010,IE0,1,15.08
2000,NUTS,2010,IE0,1,12.64
2001,NUTS,2010,IE0,1,16.714
2002,NUTS,2010,IE0,1,16.307
2003,NUTS,2010,IE0,1,9.071
2004,NUTS,2010,IE0,1,14.211
2005,NUTS,2010,IE0,1,9.384
2006,NUTS,2010,IE0,1,14.592
2007,NUTS,2010,IE0,1,8.287
2008,NUTS,2010,IE0,1,16.324
2009,NUTS,2010,IE0,1,14.235
2010,NUTS,2010,IE0,1,15.525
2011,NUTS,2010,IE0,1,27.288
2012,NUTS,2010,IE0,1,10.618
1999,NUTS,2010,IE01,2,6.194
2000,NUTS,2010,IE01,2,16.385
2001,NUTS,2010,IE01,2,13.906
2002,NUTS,2010,IE01,2,14.761
2003,NUTS,2010,IE01,2,15.394
2004,NUTS,2010,IE01,2,7.586
2005,NUTS,2010,IE01,2,16.212
2006,NUTS,2010,IE01,2,11.547
2007,NUTS,2010,IE01,2,11.392
2008,NUTS,2010,IE01,2,16.681
2009,NUTS,2010,IE01,2,15.343
2010,NUTS,2010,IE01,2,10.952
2011,NUTS,2010,IE01,2,16.463
2012,NUTS,2010,IE01,2,6.526
1999,NUTS,2010,IE02,2,17.993
2000,NUTS,2010,IE02,2,11.409
2001,NUTS,2010,IE02,2,17.641
2002,NUTS,2010,IE02,2,16.819
2003,NUTS,2010,IE02,2,6.934
2004,NUTS,2010,IE02,2,16.48
2005,NUTS,2010,IE02,2,7.024
2006,NUTS,2010,IE02,2,15.642
2007,NUTS,2010,IE02,2,7.211
2008,NUTS,2010,IE02,2,16.195
2009,NUTS,2010,IE02,2,13.849
2010,NUTS,2010,IE02,2,17.095
2011,NUTS,2010,IE02,2,31.036
2012,NUTS,2010,IE02,2,12.011
1999,NUTS,2010,IS,0,53.831
2000,NUTS,2010,IS,0,41.202
2001,NUTS,2010,IS,0,20.67
2003,NUTS,2010,IS,0,12.195
2005,NUTS,2010,IS,0,5.061
2007,NUTS,2010,IS,0,5.568
2008,NUTS,2010,IS,0,3.673
2009,NUTS,2010,IS,0,2.065
2010,NUTS,2010,IS,0,1.84
1999,NUTS,2010,IS0,1,35.39
2000,NUTS,2010,IS0,1,12.523
2001,NUTS,2010,IS0,1,17.567
2003,NUTS,2010,IS0,1,12.195
2005,NUTS,2010,IS0,1,3.049
2007,NUTS,2010,IS0,1,5.568
2009,NUTS,2010,IS0,1,2.065
2010,NUTS,2010,IS0,1,1.84
1999,NUTS,2010,IS00,2,35.39
2000,NUTS,2010,IS00,2,12.523
2001,NUTS,2010,IS00,2,17.567
2003,NUTS,2010,IS00,2,12.195
2005,NUTS,2010,IS00,2,3.049
2007,NUTS,2010,IS00,2,5.568
2009,NUTS,2010,IS00,2,2.065
2010,NUTS,2010,IS00,2,1.84
1999,NUTS,2010,IT,0,4.958
2000,NUTS,2010,IT,0,6.292
2001,NUTS,2010,IT,0,7.012
2002,NUTS,2010,IT,0,7.693
2003,NUTS,2010,IT,0,8.381
2004,NUTS,2010,IT,0,8.313
2005,NUTS,2010,IT,0,8.69
2006,NUTS,2010,IT,0,7.719
2007,NUTS,2010,IT,0,7.805
2008,NUTS,2010,IT,0,7.575
2009,NUTS,2010,IT,0,5.896
2010,NUTS,2010,IT,0,5.956
2011,NUTS,2010,IT,0,5.664
2012,NUTS,2010,IT,0,4.391
1999,NUTS,2010,ITC,1,10.765
2000,NUTS,2010,ITC,1,14.066
2001,NUTS,2010,ITC,1,17.136
2002,NUTS,2010,ITC,1,18.677
2003,NUTS,2010,ITC,1,19.029
2004,NUTS,2010,ITC,1,18.447
2005,NUTS,2010,ITC,1,18.289
2006,NUTS,2010,ITC,1,17.305
2007,NUTS,2010,ITC,1,14.857
2008,NUTS,2010,ITC,1,14.075
2009,NUTS,2010,ITC,1,11.391
2010,NUTS,2010,ITC,1,9.398
2011,NUTS,2010,ITC,1,9.769
2012,NUTS,2010,ITC,1,7.219
1999,NUTS,2010,ITC1,2,9.064
2000,NUTS,2010,ITC1,2,6.013
2001,NUTS,2010,ITC1,2,14.773
2002,NUTS,2010,ITC1,2,22.499
2003,NUTS,2010,ITC1,2,26.316
2004,NUTS,2010,ITC1,2,29.076
2005,NUTS,2010,ITC1,2,31.187
2006,NUTS,2010,ITC1,2,25.861
2007,NUTS,2010,ITC1,2,17.833
2008,NUTS,2010,ITC1,2,17.879
2009,NUTS,2010,ITC1,2,10.133
2010,NUTS,2010,ITC1,2,5.213
2011,NUTS,2010,ITC1,2,9.928
2012,NUTS,2010,ITC1,2,4.974
1999,NUTS,2010,ITC2,2,18.215
2006,NUTS,2010,ITC2,2,2.962
2008,NUTS,2010,ITC2,2,11.395
2009,NUTS,2010,ITC2,2,57.07
2010,NUTS,2010,ITC2,2,16.892
2011,NUTS,2010,ITC2,2,5.565
1999,NUTS,2010,ITC3,2,4.029
2000,NUTS,2010,ITC3,2,5.892
2001,NUTS,2010,ITC3,2,21.025
2002,NUTS,2010,ITC3,2,3.052
2003,NUTS,2010,ITC3,2,9.694
2004,NUTS,2010,ITC3,2,8.784
2005,NUTS,2010,ITC3,2,15.774
2006,NUTS,2010,ITC3,2,15.513
2007,NUTS,2010,ITC3,2,16.281
2008,NUTS,2010,ITC3,2,25.934
2009,NUTS,2010,ITC3,2,18.109
2010,NUTS,2010,ITC3,2,30.31
2011,NUTS,2010,ITC3,2,22.548
2012,NUTS,2010,ITC3,2,27.316
1999,NUTS,2010,ITC4,2,12.559
2000,NUTS,2010,ITC4,2,19.35
2001,NUTS,2010,ITC4,2,17.835
2002,NUTS,2010,ITC4,2,19.653
2003,NUTS,2010,ITC4,2,17.441
2004,NUTS,2010,ITC4,2,15.43
2005,NUTS,2010,ITC4,2,13.239
2006,NUTS,2010,ITC4,2,14.03
2007,NUTS,2010,ITC4,2,13.539
2008,NUTS,2010,ITC4,2,10.637
2009,NUTS,2010,ITC4,2,10.332
2010,NUTS,2010,ITC4,2,7.997
2011,NUTS,2010,ITC4,2,7.809
2012,NUTS,2010,ITC4,2,5.304
1999,NUTS,2010,ITF,1,0.94
2000,NUTS,2010,ITF,1,0.888
2001,NUTS,2010,ITF,1,0.48
2002,NUTS,2010,ITF,1,1.545
2003,NUTS,2010,ITF,1,1.943
2004,NUTS,2010,ITF,1,2.912
2005,NUTS,2010,ITF,1,2.962
2006,NUTS,2010,ITF,1,3.499
2007,NUTS,2010,ITF,1,3.051
2008,NUTS,2010,ITF,1,4.394
2009,NUTS,2010,ITF,1,1.609
2010,NUTS,2010,ITF,1,1.863
2011,NUTS,2010,ITF,1,1.869
2012,NUTS,2010,ITF,1,1.171
1999,NUTS,2010,ITF1,2,1.541
2001,NUTS,2010,ITF1,2,0.675
2002,NUTS,2010,ITF1,2,3.025
2003,NUTS,2010,ITF1,2,3.952
2004,NUTS,2010,ITF1,2,6.853
2005,NUTS,2010,ITF1,2,2.846
2006,NUTS,2010,ITF1,2,1.27
2007,NUTS,2010,ITF1,2,3.451
2008,NUTS,2010,ITF1,2,0.603
2009,NUTS,2010,ITF1,2,1.884
2010,NUTS,2010,ITF1,2,0.62
2011,NUTS,2010,ITF1,2,0.312
2001,NUTS,2010,ITF2,2,3.885
2006,NUTS,2010,ITF2,2,2.073
2007,NUTS,2010,ITF2,2,2.063
2011,NUTS,2010,ITF2,2,1.46
1999,NUTS,2010,ITF3,2,1.23
2000,NUTS,2010,ITF3,2,1.47
2001,NUTS,2010,ITF3,2,0.779
2002,NUTS,2010,ITF3,2,2.011
2003,NUTS,2010,ITF3,2,1.363
2004,NUTS,2010,ITF3,2,4.218
2005,NUTS,2010,ITF3,2,3.893
2006,NUTS,2010,ITF3,2,8.181
2007,NUTS,2010,ITF3,2,6.143
2008,NUTS,2010,ITF3,2,9.028
2009,NUTS,2010,ITF3,2,2.531
2010,NUTS,2010,ITF3,2,3.367
2011,NUTS,2010,ITF3,2,4.168
2012,NUTS,2010,ITF3,2,2.306
1999,NUTS,2010,ITF4,2,0.684
2000,NUTS,2010,ITF4,2,0.342
2002,NUTS,2010,ITF4,2,1.373
2003,NUTS,2010,ITF4,2,1.084
2004,NUTS,2010,ITF4,2,1.143
2005,NUTS,2010,ITF4,2,2.287
2006,NUTS,2010,ITF4,2,0.098
2007,NUTS,2010,ITF4,2,0.697
2008,NUTS,2010,ITF4,2,2.42
2009,NUTS,2010,ITF4,2,1.181
2010,NUTS,2010,ITF4,2,1.417
2011,NUTS,2010,ITF4,2,0.232
2012,NUTS,2010,ITF4,2,0.681
1999,NUTS,2010,ITF5,2,2.354
2000,NUTS,2010,ITF5,2,2.271
2003,NUTS,2010,ITF5,2,8.363
2004,NUTS,2010,ITF5,2,1.837
2005,NUTS,2010,ITF5,2,5.472
2006,NUTS,2010,ITF5,2,0.64
2009,NUTS,2010,ITF5,2,1.558
2000,NUTS,2010,ITF6,2,0.68
2002,NUTS,2010,ITF6,2,0.331
2003,NUTS,2010,ITF6,2,2.272
2004,NUTS,2010,ITF6,2,0.706
2005,NUTS,2010,ITF6,2,1.438
2008,NUTS,2010,ITF6,2,0.752
2010,NUTS,2010,ITF6,2,0.518
2011,NUTS,2010,ITF6,2,0.898
2012,NUTS,2010,ITF6,2,0.482
1999,NUTS,2010,ITG,1,1.389
2000,NUTS,2010,ITG,1,2.07
2001,NUTS,2010,ITG,1,3.237
2002,NUTS,2010,ITG,1,3.393
2003,NUTS,2010,ITG,1,4.581
2004,NUTS,2010,ITG,1,2.791
2005,NUTS,2010,ITG,1,0.446
2006,NUTS,2010,ITG,1,2.078
2007,NUTS,2010,ITG,1,2.45
2008,NUTS,2010,ITG,1,2.836
2009,NUTS,2010,ITG,1,2.459
2010,NUTS,2010,ITG,1,2.638
2011,NUTS,2010,ITG,1,0.352
1999,NUTS,2010,ITG1,2,1.338
2000,NUTS,2010,ITG1,2,2.259
2001,NUTS,2010,ITG1,2,3.834
2002,NUTS,2010,ITG1,2,4.646
2003,NUTS,2010,ITG1,2,6.273
2004,NUTS,2010,ITG1,2,3.897
2005,NUTS,2010,ITG1,2,0.62
2006,NUTS,2010,ITG1,2,2.308
2007,NUTS,2010,ITG1,2,2.547
2008,NUTS,2010,ITG1,2,3.853
2009,NUTS,2010,ITG1,2,3.434
2010,NUTS,2010,ITG1,2,3.108
2011,NUTS,2010,ITG1,2,0.495
1999,NUTS,2010,ITG2,2,1.526
2000,NUTS,2010,ITG2,2,1.55
2001,NUTS,2010,ITG2,2,1.586
2006,NUTS,2010,ITG2,2,1.49
2007,NUTS,2010,ITG2,2,2.203
2008,NUTS,2010,ITG2,2,0.292
2010,NUTS,2010,ITG2,2,1.471
1999,NUTS,2010,ITH,1,7.567
2000,NUTS,2010,ITH,1,7.578
2001,NUTS,2010,ITH,1,5.821
2002,NUTS,2010,ITH,1,6.668
2003,NUTS,2010,ITH,1,5.996
2004,NUTS,2010,ITH,1,9.38
2005,NUTS,2010,ITH,1,6.499
2006,NUTS,2010,ITH,1,3.952
2007,NUTS,2010,ITH,1,5.652
2008,NUTS,2010,ITH,1,2.799
2009,NUTS,2010,ITH,1,2.905
2010,NUTS,2010,ITH,1,4.62
2011,NUTS,2010,ITH,1,4.235
2012,NUTS,2010,ITH,1,3.729
2002,NUTS,2010,ITH1,2,1.473
2005,NUTS,2010,ITH1,2,8.757
2008,NUTS,2010,ITH1,2,4.186
2010,NUTS,2010,ITH1,2,4.088
2011,NUTS,2010,ITH1,2,4.057
2012,NUTS,2010,ITH1,2,1.698
2000,NUTS,2010,ITH2,2,13.534
2002,NUTS,2010,ITH2,2,14.306
2003,NUTS,2010,ITH2,2,9.639
2005,NUTS,2010,ITH2,2,20.152
2006,NUTS,2010,ITH2,2,2.983
2007,NUTS,2010,ITH2,2,10.197
2011,NUTS,2010,ITH2,2,6.292
2012,NUTS,2010,ITH2,2,0.578
1999,NUTS,2010,ITH3,2,3.196
2000,NUTS,2010,ITH3,2,4.154
2001,NUTS,2010,ITH3,2,4.594
2002,NUTS,2010,ITH3,2,4.523
2003,NUTS,2010,ITH3,2,3.793
2004,NUTS,2010,ITH3,2,5.984
2005,NUTS,2010,ITH3,2,5.32
2006,NUTS,2010,ITH3,2,4.071
2007,NUTS,2010,ITH3,2,5.922
2008,NUTS,2010,ITH3,2,2.056
2009,NUTS,2010,ITH3,2,2.316
2010,NUTS,2010,ITH3,2,4.902
2011,NUTS,2010,ITH3,2,3.622
