year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_se_pc_act
2019,NUTS,2010,UKJ3,2,12.4
2011,NUTS,2010,UKJ4,2,8.1
2012,NUTS,2010,UKJ4,2,8.3
2013,NUTS,2010,UKJ4,2,8.4
2014,NUTS,2010,UKJ4,2,9.5
2015,NUTS,2010,UKJ4,2,9.1
2016,NUTS,2010,UKJ4,2,8.8
2017,NUTS,2010,UKJ4,2,9.4
2018,NUTS,2010,UKJ4,2,8.9
2019,NUTS,2010,UKJ4,2,9.5
2011,NUTS,2010,UKK,1,9.8
2012,NUTS,2010,UKK,1,9.7
2013,NUTS,2010,UKK,1,9.3
2014,NUTS,2010,UKK,1,10.1
2015,NUTS,2010,UKK,1,10.5
2016,NUTS,2010,UKK,1,10.5
2017,NUTS,2010,UKK,1,10.6
2018,NUTS,2010,UKK,1,10.3
2019,NUTS,2010,UKK,1,10.3
2011,NUTS,2010,UKK1,2,11.4
2012,NUTS,2010,UKK1,2,10.9
2013,NUTS,2010,UKK1,2,10.4
2014,NUTS,2010,UKK1,2,12.3
2015,NUTS,2010,UKK1,2,11.8
2016,NUTS,2010,UKK1,2,12.1
2017,NUTS,2010,UKK1,2,11.9
2018,NUTS,2010,UKK1,2,11.3
2019,NUTS,2010,UKK1,2,11.7
2011,NUTS,2010,UKK2,2,9.4
2012,NUTS,2010,UKK2,2,9.5
2013,NUTS,2010,UKK2,2,9.8
2014,NUTS,2010,UKK2,2,8.0
2015,NUTS,2010,UKK2,2,9.0
2016,NUTS,2010,UKK2,2,9.9
2017,NUTS,2010,UKK2,2,9.7
2018,NUTS,2010,UKK2,2,9.5
2019,NUTS,2010,UKK2,2,10.1
2011,NUTS,2010,UKK3,2,5.3
2012,NUTS,2010,UKK3,2,7.6
2013,NUTS,2010,UKK3,2,6.5
2014,NUTS,2010,UKK3,2,7.2
2015,NUTS,2010,UKK3,2,8.3
2016,NUTS,2010,UKK3,2,8.1
2017,NUTS,2010,UKK3,2,9.5
2018,NUTS,2010,UKK3,2,8.2
2019,NUTS,2010,UKK3,2,7.8
2011,NUTS,2010,UKK4,2,8.9
2012,NUTS,2010,UKK4,2,8.1
2013,NUTS,2010,UKK4,2,7.3
2014,NUTS,2010,UKK4,2,8.9
2015,NUTS,2010,UKK4,2,10.1
2016,NUTS,2010,UKK4,2,8.9
2017,NUTS,2010,UKK4,2,9.0
2018,NUTS,2010,UKK4,2,10.0
2019,NUTS,2010,UKK4,2,8.5
2011,NUTS,2010,UKL,1,8.4
2012,NUTS,2010,UKL,1,8.4
2013,NUTS,2010,UKL,1,8.4
2014,NUTS,2010,UKL,1,8.1
2015,NUTS,2010,UKL,1,9.0
2016,NUTS,2010,UKL,1,9.5
2017,NUTS,2010,UKL,1,8.7
2018,NUTS,2010,UKL,1,9.4
2019,NUTS,2010,UKL,1,10.2
2011,NUTS,2010,UKL1,2,8.5
2012,NUTS,2010,UKL1,2,8.2
2013,NUTS,2010,UKL1,2,7.6
2014,NUTS,2010,UKL1,2,7.1
2015,NUTS,2010,UKL1,2,8.8
2016,NUTS,2010,UKL1,2,8.8
2017,NUTS,2010,UKL1,2,7.9
2018,NUTS,2010,UKL1,2,8.7
2019,NUTS,2010,UKL1,2,9.4
2011,NUTS,2010,UKL2,2,8.4
2012,NUTS,2010,UKL2,2,8.6
2013,NUTS,2010,UKL2,2,9.6
2014,NUTS,2010,UKL2,2,9.7
2015,NUTS,2010,UKL2,2,9.2
2016,NUTS,2010,UKL2,2,10.7
2017,NUTS,2010,UKL2,2,10.1
2018,NUTS,2010,UKL2,2,10.4
2019,NUTS,2010,UKL2,2,11.4
2011,NUTS,2010,UKM,1,9.4
2012,NUTS,2010,UKM,1,10.1
2013,NUTS,2010,UKM,1,10.3
2014,NUTS,2010,UKM,1,9.6
2015,NUTS,2010,UKM,1,9.6
2016,NUTS,2010,UKM,1,10.8
2017,NUTS,2010,UKM,1,10.9
2018,NUTS,2010,UKM,1,11.0
2019,NUTS,2010,UKM,1,11.5
2011,NUTS,2010,UKM2,2,9.6
2012,NUTS,2010,UKM2,2,11.3
2011,NUTS,2010,UKM3,2,9.3
2012,NUTS,2010,UKM3,2,9.6
2011,NUTS,2010,UKM5,2,11.9
2012,NUTS,2010,UKM5,2,12.3
2013,NUTS,2010,UKM5,2,11.4
2014,NUTS,2010,UKM5,2,12.6
2015,NUTS,2010,UKM5,2,13.8
2016,NUTS,2010,UKM5,2,11.9
2017,NUTS,2010,UKM5,2,12.1
2018,NUTS,2010,UKM5,2,14.1
2019,NUTS,2010,UKM5,2,16.0
2011,NUTS,2010,UKM6,2,7.1
2012,NUTS,2010,UKM6,2,6.0
2013,NUTS,2010,UKM6,2,9.1
2014,NUTS,2010,UKM6,2,6.1
2015,NUTS,2010,UKM6,2,7.7
2016,NUTS,2010,UKM6,2,6.7
2017,NUTS,2010,UKM6,2,10.2
2018,NUTS,2010,UKM6,2,9.8
2019,NUTS,2010,UKM6,2,11.8
2013,NUTS,2010,UKM7,2,10.4
2014,NUTS,2010,UKM7,2,9.7
2015,NUTS,2010,UKM7,2,10.0
2016,NUTS,2010,UKM7,2,12.8
2017,NUTS,2010,UKM7,2,11.9
2018,NUTS,2010,UKM7,2,11.6
2019,NUTS,2010,UKM7,2,10.2
2013,NUTS,2010,UKM8,2,11.2
2014,NUTS,2010,UKM8,2,10.6
2015,NUTS,2010,UKM8,2,9.5
2016,NUTS,2010,UKM8,2,10.6
2017,NUTS,2010,UKM8,2,10.8
2018,NUTS,2010,UKM8,2,10.2
2019,NUTS,2010,UKM8,2,12.9
2013,NUTS,2010,UKM9,2,8.8
2014,NUTS,2010,UKM9,2,7.8
2015,NUTS,2010,UKM9,2,7.7
2016,NUTS,2010,UKM9,2,8.1
2017,NUTS,2010,UKM9,2,9.0
2018,NUTS,2010,UKM9,2,9.8
2019,NUTS,2010,UKM9,2,9.5
2011,NUTS,2010,UKN,1,9.3
2012,NUTS,2010,UKN,1,8.8
2013,NUTS,2010,UKN,1,8.9
2014,NUTS,2010,UKN,1,10.0
2015,NUTS,2010,UKN,1,9.3
2016,NUTS,2010,UKN,1,9.6
2017,NUTS,2010,UKN,1,9.9
2018,NUTS,2010,UKN,1,9.8
2019,NUTS,2010,UKN,1,10.9
2011,NUTS,2010,UKN0,2,9.3
2012,NUTS,2010,UKN0,2,8.8
2013,NUTS,2010,UKN0,2,8.9
2014,NUTS,2010,UKN0,2,10.0
2015,NUTS,2010,UKN0,2,9.3
2016,NUTS,2010,UKN0,2,9.6
2017,NUTS,2010,UKN0,2,9.9
2018,NUTS,2010,UKN0,2,9.8
2019,NUTS,2010,UKN0,2,10.9
