year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_f_pc_emp_hc
2013,NUTS,2010,UKC2,2,0.0933
2015,NUTS,2010,UKC2,2,0.1238
2017,NUTS,2010,UKC2,2,0.1661
2011,NUTS,2010,UKD,1,0.1209
2013,NUTS,2010,UKD,1,0.1322
2015,NUTS,2010,UKD,1,0.1637
2017,NUTS,2010,UKD,1,0.1684
2011,NUTS,2010,UKD1,2,0.0873
2013,NUTS,2010,UKD1,2,0.0734
2015,NUTS,2010,UKD1,2,0.0756
2017,NUTS,2010,UKD1,2,0.0745
2011,NUTS,2010,UKD3,2,0.0861
2013,NUTS,2010,UKD3,2,0.0857
2015,NUTS,2010,UKD3,2,0.1281
2017,NUTS,2010,UKD3,2,0.1377
2011,NUTS,2010,UKD4,2,0.1379
2013,NUTS,2010,UKD4,2,0.1761
2015,NUTS,2010,UKD4,2,0.1854
2017,NUTS,2010,UKD4,2,0.1951
2011,NUTS,2010,UKD6,2,0.2761
2013,NUTS,2010,UKD6,2,0.2899
2015,NUTS,2010,UKD6,2,0.3408
2017,NUTS,2010,UKD6,2,0.2799
2011,NUTS,2010,UKD7,2,0.0801
2013,NUTS,2010,UKD7,2,0.0959
2015,NUTS,2010,UKD7,2,0.1294
2017,NUTS,2010,UKD7,2,0.1641
2011,NUTS,2010,UKE,1,0.0926
2013,NUTS,2010,UKE,1,0.1282
2015,NUTS,2010,UKE,1,0.1446
2017,NUTS,2010,UKE,1,0.1858
2013,NUTS,2010,UKE1,2,0.1127
2015,NUTS,2010,UKE1,2,0.1397
2017,NUTS,2010,UKE1,2,0.1979
2011,NUTS,2010,UKE2,2,0.2222
2013,NUTS,2010,UKE2,2,0.153
2015,NUTS,2010,UKE2,2,0.185
2017,NUTS,2010,UKE2,2,0.2142
2011,NUTS,2010,UKE3,2,0.0786
2013,NUTS,2010,UKE3,2,0.0829
2015,NUTS,2010,UKE3,2,0.1087
2017,NUTS,2010,UKE3,2,0.1495
2011,NUTS,2010,UKE4,2,0.0941
2013,NUTS,2010,UKE4,2,0.1527
2015,NUTS,2010,UKE4,2,0.1515
2017,NUTS,2010,UKE4,2,0.1912
2011,NUTS,2010,UKF,1,0.1573
2013,NUTS,2010,UKF,1,0.1726
2015,NUTS,2010,UKF,1,0.1962
2017,NUTS,2010,UKF,1,0.2089
2011,NUTS,2010,UKF1,2,0.2484
2013,NUTS,2010,UKF1,2,0.2834
2015,NUTS,2010,UKF1,2,0.3187
2017,NUTS,2010,UKF1,2,0.3487
2011,NUTS,2010,UKF2,2,0.0972
2013,NUTS,2010,UKF2,2,0.0898
2015,NUTS,2010,UKF2,2,0.0987
2017,NUTS,2010,UKF2,2,0.1066
2011,NUTS,2010,UKF3,2,0.0468
2013,NUTS,2010,UKF3,2,0.0458
2015,NUTS,2010,UKF3,2,0.054
2017,NUTS,2010,UKF3,2,0.0536
2011,NUTS,2010,UKG,1,0.0965
2013,NUTS,2010,UKG,1,0.1245
2015,NUTS,2010,UKG,1,0.1651
2017,NUTS,2010,UKG,1,0.1778
2011,NUTS,2010,UKG1,2,0.1867
2013,NUTS,2010,UKG1,2,0.2392
2015,NUTS,2010,UKG1,2,0.3082
2017,NUTS,2010,UKG1,2,0.3876
2011,NUTS,2010,UKG2,2,0.0484
2013,NUTS,2010,UKG2,2,0.0601
2015,NUTS,2010,UKG2,2,0.0848
2017,NUTS,2010,UKG2,2,0.0862
2011,NUTS,2010,UKG3,2,0.0763
2013,NUTS,2010,UKG3,2,0.1014
2015,NUTS,2010,UKG3,2,0.1367
2017,NUTS,2010,UKG3,2,0.1234
2011,NUTS,2010,UKH,1,0.3485
2013,NUTS,2010,UKH,1,0.3363
2015,NUTS,2010,UKH,1,0.3526
2017,NUTS,2010,UKH,1,0.3879
2011,NUTS,2010,UKH1,2,0.4824
2013,NUTS,2010,UKH1,2,0.4396
2015,NUTS,2010,UKH1,2,0.468
2017,NUTS,2010,UKH1,2,0.5744
2011,NUTS,2010,UKH2,2,0.2971
2013,NUTS,2010,UKH2,2,0.3501
2015,NUTS,2010,UKH2,2,0.3514
2017,NUTS,2010,UKH2,2,0.3382
2011,NUTS,2010,UKH3,2,0.2102
2013,NUTS,2010,UKH3,2,0.1763
2015,NUTS,2010,UKH3,2,0.19
2017,NUTS,2010,UKH3,2,0.1871
2011,NUTS,2010,UKI,1,0.106
2013,NUTS,2010,UKI,1,0.1554
2015,NUTS,2010,UKI,1,0.1602
2017,NUTS,2010,UKI,1,0.2337
2011,NUTS,2010,UKI3,2,0.3315
2013,NUTS,2010,UKI3,2,0.4506
2015,NUTS,2010,UKI3,2,0.475
2017,NUTS,2010,UKI3,2,0.7887
2011,NUTS,2010,UKI4,2,0.0685
2013,NUTS,2010,UKI4,2,0.1182
2015,NUTS,2010,UKI4,2,0.0945
2017,NUTS,2010,UKI4,2,0.1356
2011,NUTS,2010,UKI5,2,0.029
2013,NUTS,2010,UKI5,2,0.0429
2015,NUTS,2010,UKI5,2,0.039
2017,NUTS,2010,UKI5,2,0.0362
2011,NUTS,2010,UKI6,2,0.0844
2013,NUTS,2010,UKI6,2,0.0515
2015,NUTS,2010,UKI6,2,0.0517
2017,NUTS,2010,UKI6,2,0.0821
2011,NUTS,2010,UKI7,2,0.1081
2013,NUTS,2010,UKI7,2,0.1879
2015,NUTS,2010,UKI7,2,0.2297
2017,NUTS,2010,UKI7,2,0.3321
2011,NUTS,2010,UKJ,1,0.2503
2013,NUTS,2010,UKJ,1,0.3203
2015,NUTS,2010,UKJ,1,0.3276
2017,NUTS,2010,UKJ,1,0.3272
2011,NUTS,2010,UKJ1,2,0.3486
2013,NUTS,2010,UKJ1,2,0.5428
2015,NUTS,2010,UKJ1,2,0.5121
2017,NUTS,2010,UKJ1,2,0.5417
2011,NUTS,2010,UKJ2,2,0.1571
2013,NUTS,2010,UKJ2,2,0.1971
2015,NUTS,2010,UKJ2,2,0.2442
2017,NUTS,2010,UKJ2,2,0.2659
2011,NUTS,2010,UKJ3,2,0.314
2013,NUTS,2010,UKJ3,2,0.3875
2015,NUTS,2010,UKJ3,2,0.3756
2017,NUTS,2010,UKJ3,2,0.3325
2011,NUTS,2010,UKJ4,2,0.192
2013,NUTS,2010,UKJ4,2,0.1373
2015,NUTS,2010,UKJ4,2,0.1399
2017,NUTS,2010,UKJ4,2,0.1262
2011,NUTS,2010,UKK,1,0.1096
2013,NUTS,2010,UKK,1,0.1457
2015,NUTS,2010,UKK,1,0.1666
2017,NUTS,2010,UKK,1,0.1814
2011,NUTS,2010,UKK1,2,0.1951
2013,NUTS,2010,UKK1,2,0.2609
2015,NUTS,2010,UKK1,2,0.2654
2017,NUTS,2010,UKK1,2,0.2898
2011,NUTS,2010,UKK2,2,0.055
2013,NUTS,2010,UKK2,2,0.0721
2015,NUTS,2010,UKK2,2,0.1024
2017,NUTS,2010,UKK2,2,0.1039
2011,NUTS,2010,UKK3,2,0.0217
2013,NUTS,2010,UKK3,2,0.0246
2015,NUTS,2010,UKK3,2,0.0392
2017,NUTS,2010,UKK3,2,0.0588
2011,NUTS,2010,UKK4,2,0.0261
2013,NUTS,2010,UKK4,2,0.0362
2015,NUTS,2010,UKK4,2,0.0806
2017,NUTS,2010,UKK4,2,0.089
2011,NUTS,2010,UKL,1,0.1206
2013,NUTS,2010,UKL,1,0.0918
2015,NUTS,2010,UKL,1,0.1008
2017,NUTS,2010,UKL,1,0.1736
2011,NUTS,2010,UKL1,2,0.0616
2013,NUTS,2010,UKL1,2,0.0329
2015,NUTS,2010,UKL1,2,0.0813
2017,NUTS,2010,UKL1,2,0.15
2011,NUTS,2010,UKL2,2,0.2135
2013,NUTS,2010,UKL2,2,0.1843
2015,NUTS,2010,UKL2,2,0.1327
2017,NUTS,2010,UKL2,2,0.2095
2011,NUTS,2010,UKM,1,0.0824
2013,NUTS,2010,UKM,1,0.1271
2015,NUTS,2010,UKM,1,0.1215
2017,NUTS,2010,UKM,1,0.1765
2013,NUTS,2010,UKM2,2,0.0459
2015,NUTS,2010,UKM2,2,0.1804
2017,NUTS,2010,UKM2,2,0.2533
2013,NUTS,2010,UKM3,2,0.16
2015,NUTS,2010,UKM3,2,0.0852
2017,NUTS,2010,UKM3,2,0.1178
2013,NUTS,2010,UKM5,2,0.4288
2015,NUTS,2010,UKM5,2,0.1452
2017,NUTS,2010,UKM5,2,0.246
2013,NUTS,2010,UKM6,2,0.0542
2015,NUTS,2010,UKM6,2,0.0514
2017,NUTS,2010,UKM6,2,0.0689
2011,NUTS,2010,UKN,1,0.1182
2013,NUTS,2010,UKN,1,0.1494
2015,NUTS,2010,UKN,1,0.1726
2017,NUTS,2010,UKN,1,0.2104
2011,NUTS,2010,UKN0,2,0.1182
2013,NUTS,2010,UKN0,2,0.1494
2015,NUTS,2010,UKN0,2,0.1726
2017,NUTS,2010,UKN0,2,0.2104
