year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_emp_hc_total_gov
2009,NUTS,2010,IS,0,1.1224
2011,NUTS,2010,IS,0,0.4429
2013,NUTS,2010,IS,0,0.195
2015,NUTS,2010,IS,0,0.1595
2016,NUTS,2010,IS,0,0.1659
2017,NUTS,2010,IS,0,0.1674
2018,NUTS,2010,IS,0,0.1636
1998,NUTS,2010,IT,0,0.2132
1999,NUTS,2010,IT,0,0.2189
2000,NUTS,2010,IT,0,0.2346
2001,NUTS,2010,IT,0,0.2133
2002,NUTS,2010,IT,0,0.2144
2003,NUTS,2010,IT,0,0.2301
2004,NUTS,2010,IT,0,0.2379
2005,NUTS,2010,IT,0,0.2443
2006,NUTS,2010,IT,0,0.275
2007,NUTS,2010,IT,0,0.2709
2008,NUTS,2010,IT,0,0.2611
2009,NUTS,2010,IT,0,0.2455
2010,NUTS,2010,IT,0,0.2413
2011,NUTS,2010,IT,0,0.2505
2012,NUTS,2010,IT,0,0.2636
2013,NUTS,2010,IT,0,0.2795
2014,NUTS,2010,IT,0,0.2754
2015,NUTS,2010,IT,0,0.2845
2016,NUTS,2010,IT,0,0.28
2017,NUTS,2010,IT,0,0.2801
2018,NUTS,2010,IT,0,0.2856
2019,NUTS,2010,IT,0,0.2877
2003,NUTS,2010,ITC,1,0.1798
2004,NUTS,2010,ITC,1,0.2265
2005,NUTS,2010,ITC,1,0.2155
2007,NUTS,2010,ITC,1,0.2673
2008,NUTS,2010,ITC,1,0.2498
2009,NUTS,2010,ITC,1,0.1737
2010,NUTS,2010,ITC,1,0.1745
2011,NUTS,2010,ITC,1,0.1578
2012,NUTS,2010,ITC,1,0.1733
2013,NUTS,2010,ITC,1,0.1911
2014,NUTS,2010,ITC,1,0.1971
2015,NUTS,2010,ITC,1,0.2007
2016,NUTS,2010,ITC,1,0.1982
2017,NUTS,2010,ITC,1,0.1929
2018,NUTS,2010,ITC,1,0.2034
2019,NUTS,2010,ITC,1,0.2072
2003,NUTS,2010,ITC1,2,0.0515
2004,NUTS,2010,ITC1,2,0.098
2005,NUTS,2010,ITC1,2,0.0986
2007,NUTS,2010,ITC1,2,0.0944
2008,NUTS,2010,ITC1,2,0.0561
2009,NUTS,2010,ITC1,2,0.0647
2010,NUTS,2010,ITC1,2,0.0699
2011,NUTS,2010,ITC1,2,0.0745
2012,NUTS,2010,ITC1,2,0.0907
2013,NUTS,2010,ITC1,2,0.0788
2014,NUTS,2010,ITC1,2,0.0852
2015,NUTS,2010,ITC1,2,0.0971
2016,NUTS,2010,ITC1,2,0.0923
2017,NUTS,2010,ITC1,2,0.0889
2018,NUTS,2010,ITC1,2,0.1018
2019,NUTS,2010,ITC1,2,0.0872
2003,NUTS,2010,ITC2,2,0.1266
2004,NUTS,2010,ITC2,2,0.1234
2005,NUTS,2010,ITC2,2,0.234
2007,NUTS,2010,ITC2,2,0.2181
2008,NUTS,2010,ITC2,2,0.0327
2009,NUTS,2010,ITC2,2,0.0779
2010,NUTS,2010,ITC2,2,0.036
2011,NUTS,2010,ITC2,2,0.1746
2012,NUTS,2010,ITC2,2,0.1299
2013,NUTS,2010,ITC2,2,0.1235
2014,NUTS,2010,ITC2,2,0.127
2015,NUTS,2010,ITC2,2,0.0751
2016,NUTS,2010,ITC2,2,0.0675
2017,NUTS,2010,ITC2,2,0.2196
2018,NUTS,2010,ITC2,2,0.1124
2019,NUTS,2010,ITC2,2,0.1004
2003,NUTS,2010,ITC3,2,0.2666
2004,NUTS,2010,ITC3,2,0.2692
2005,NUTS,2010,ITC3,2,0.1919
2007,NUTS,2010,ITC3,2,0.2494
2008,NUTS,2010,ITC3,2,0.2433
2009,NUTS,2010,ITC3,2,0.2449
2010,NUTS,2010,ITC3,2,0.1989
2011,NUTS,2010,ITC3,2,0.1885
2012,NUTS,2010,ITC3,2,0.2689
2013,NUTS,2010,ITC3,2,0.2838
2014,NUTS,2010,ITC3,2,0.3146
2015,NUTS,2010,ITC3,2,0.3173
2016,NUTS,2010,ITC3,2,0.3297
2017,NUTS,2010,ITC3,2,0.3321
2018,NUTS,2010,ITC3,2,0.3428
2019,NUTS,2010,ITC3,2,0.3827
2003,NUTS,2010,ITC4,2,0.2275
2004,NUTS,2010,ITC4,2,0.2794
2005,NUTS,2010,ITC4,2,0.2706
2007,NUTS,2010,ITC4,2,0.348
2008,NUTS,2010,ITC4,2,0.341
2009,NUTS,2010,ITC4,2,0.2126
2010,NUTS,2010,ITC4,2,0.2196
2011,NUTS,2010,ITC4,2,0.1911
2012,NUTS,2010,ITC4,2,0.1963
2013,NUTS,2010,ITC4,2,0.2264
2014,NUTS,2010,ITC4,2,0.2287
2015,NUTS,2010,ITC4,2,0.2299
2016,NUTS,2010,ITC4,2,0.2275
2017,NUTS,2010,ITC4,2,0.2179
2018,NUTS,2010,ITC4,2,0.228
2019,NUTS,2010,ITC4,2,0.2341
2003,NUTS,2010,ITF,1,0.1282
2004,NUTS,2010,ITF,1,0.121
2005,NUTS,2010,ITF,1,0.1161
2007,NUTS,2010,ITF,1,0.1261
2008,NUTS,2010,ITF,1,0.1529
2009,NUTS,2010,ITF,1,0.1379
2010,NUTS,2010,ITF,1,0.1341
2011,NUTS,2010,ITF,1,0.1765
2012,NUTS,2010,ITF,1,0.1869
2013,NUTS,2010,ITF,1,0.2052
2014,NUTS,2010,ITF,1,0.2242
2015,NUTS,2010,ITF,1,0.2327
2016,NUTS,2010,ITF,1,0.2163
2017,NUTS,2010,ITF,1,0.2195
2018,NUTS,2010,ITF,1,0.2161
2019,NUTS,2010,ITF,1,0.2287
2003,NUTS,2010,ITF1,2,0.1297
2004,NUTS,2010,ITF1,2,0.1459
2005,NUTS,2010,ITF1,2,0.1378
2007,NUTS,2010,ITF1,2,0.149
2008,NUTS,2010,ITF1,2,0.1306
2009,NUTS,2010,ITF1,2,0.1197
2010,NUTS,2010,ITF1,2,0.1245
2011,NUTS,2010,ITF1,2,0.1659
2012,NUTS,2010,ITF1,2,0.1586
2013,NUTS,2010,ITF1,2,0.1726
2014,NUTS,2010,ITF1,2,0.1833
2015,NUTS,2010,ITF1,2,0.1966
2016,NUTS,2010,ITF1,2,0.1791
2017,NUTS,2010,ITF1,2,0.19
2018,NUTS,2010,ITF1,2,0.1905
2019,NUTS,2010,ITF1,2,0.1966
2003,NUTS,2010,ITF2,2,0.1247
2004,NUTS,2010,ITF2,2,0.1517
2005,NUTS,2010,ITF2,2,0.1129
2007,NUTS,2010,ITF2,2,0.1058
2008,NUTS,2010,ITF2,2,0.0654
2009,NUTS,2010,ITF2,2,0.0453
2010,NUTS,2010,ITF2,2,0.0495
2011,NUTS,2010,ITF2,2,0.0597
2012,NUTS,2010,ITF2,2,0.0572
2013,NUTS,2010,ITF2,2,0.0581
2014,NUTS,2010,ITF2,2,0.0625
2015,NUTS,2010,ITF2,2,0.0975
2016,NUTS,2010,ITF2,2,0.0853
2017,NUTS,2010,ITF2,2,0.0746
2018,NUTS,2010,ITF2,2,0.0892
2019,NUTS,2010,ITF2,2,0.096
2003,NUTS,2010,ITF3,2,0.1553
2004,NUTS,2010,ITF3,2,0.1398
2005,NUTS,2010,ITF3,2,0.1294
2007,NUTS,2010,ITF3,2,0.1305
2008,NUTS,2010,ITF3,2,0.1996
2009,NUTS,2010,ITF3,2,0.1934
2010,NUTS,2010,ITF3,2,0.1655
2011,NUTS,2010,ITF3,2,0.2234
2012,NUTS,2010,ITF3,2,0.2375
2013,NUTS,2010,ITF3,2,0.2534
2014,NUTS,2010,ITF3,2,0.2701
2015,NUTS,2010,ITF3,2,0.2833
2016,NUTS,2010,ITF3,2,0.262
2017,NUTS,2010,ITF3,2,0.2478
2018,NUTS,2010,ITF3,2,0.2436
2019,NUTS,2010,ITF3,2,0.263
2003,NUTS,2010,ITF4,2,0.1362
2004,NUTS,2010,ITF4,2,0.1199
2005,NUTS,2010,ITF4,2,0.1207
2007,NUTS,2010,ITF4,2,0.1378
2008,NUTS,2010,ITF4,2,0.145
2009,NUTS,2010,ITF4,2,0.1182
2010,NUTS,2010,ITF4,2,0.1405
2011,NUTS,2010,ITF4,2,0.1766
2012,NUTS,2010,ITF4,2,0.1815
2013,NUTS,2010,ITF4,2,0.2013
2014,NUTS,2010,ITF4,2,0.2379
2015,NUTS,2010,ITF4,2,0.231
2016,NUTS,2010,ITF4,2,0.2257
2017,NUTS,2010,ITF4,2,0.2534
2018,NUTS,2010,ITF4,2,0.2488
2019,NUTS,2010,ITF4,2,0.2562
2003,NUTS,2010,ITF5,2,0.0799
2004,NUTS,2010,ITF5,2,0.0718
2005,NUTS,2010,ITF5,2,0.0836
2007,NUTS,2010,ITF5,2,0.174
2008,NUTS,2010,ITF5,2,0.215
2009,NUTS,2010,ITF5,2,0.1773
2010,NUTS,2010,ITF5,2,0.1906
2011,NUTS,2010,ITF5,2,0.2548
2012,NUTS,2010,ITF5,2,0.283
2013,NUTS,2010,ITF5,2,0.2681
2014,NUTS,2010,ITF5,2,0.2978
2015,NUTS,2010,ITF5,2,0.3116
2016,NUTS,2010,ITF5,2,0.2871
2017,NUTS,2010,ITF5,2,0.2877
2018,NUTS,2010,ITF5,2,0.2857
2019,NUTS,2010,ITF5,2,0.2957
2003,NUTS,2010,ITF6,2,0.0556
2004,NUTS,2010,ITF6,2,0.0553
2005,NUTS,2010,ITF6,2,0.064
2007,NUTS,2010,ITF6,2,0.0584
2008,NUTS,2010,ITF6,2,0.0652
2009,NUTS,2010,ITF6,2,0.0564
2010,NUTS,2010,ITF6,2,0.0484
2011,NUTS,2010,ITF6,2,0.0696
2012,NUTS,2010,ITF6,2,0.0839
2013,NUTS,2010,ITF6,2,0.1116
2014,NUTS,2010,ITF6,2,0.1116
2015,NUTS,2010,ITF6,2,0.125
2016,NUTS,2010,ITF6,2,0.0984
2017,NUTS,2010,ITF6,2,0.0986
2018,NUTS,2010,ITF6,2,0.092
2019,NUTS,2010,ITF6,2,0.1032
2003,NUTS,2010,ITG,1,0.1059
2004,NUTS,2010,ITG,1,0.1068
2005,NUTS,2010,ITG,1,0.1038
2007,NUTS,2010,ITG,1,0.0824
2008,NUTS,2010,ITG,1,0.0985
2009,NUTS,2010,ITG,1,0.0879
2010,NUTS,2010,ITG,1,0.1391
2011,NUTS,2010,ITG,1,0.1884
2012,NUTS,2010,ITG,1,0.1979
2013,NUTS,2010,ITG,1,0.2328
2014,NUTS,2010,ITG,1,0.2497
2015,NUTS,2010,ITG,1,0.2468
2016,NUTS,2010,ITG,1,0.2323
2017,NUTS,2010,ITG,1,0.2351
2018,NUTS,2010,ITG,1,0.2254
2019,NUTS,2010,ITG,1,0.2343
2003,NUTS,2010,ITG1,2,0.0848
2004,NUTS,2010,ITG1,2,0.0926
2005,NUTS,2010,ITG1,2,0.088
2007,NUTS,2010,ITG1,2,0.0735
2008,NUTS,2010,ITG1,2,0.0927
2009,NUTS,2010,ITG1,2,0.0854
2010,NUTS,2010,ITG1,2,0.1381
2011,NUTS,2010,ITG1,2,0.1718
2012,NUTS,2010,ITG1,2,0.1912
2013,NUTS,2010,ITG1,2,0.2295
2014,NUTS,2010,ITG1,2,0.2489
2015,NUTS,2010,ITG1,2,0.2481
2016,NUTS,2010,ITG1,2,0.2341
2017,NUTS,2010,ITG1,2,0.2437
2018,NUTS,2010,ITG1,2,0.2421
2019,NUTS,2010,ITG1,2,0.2433
2003,NUTS,2010,ITG2,2,0.1522
2004,NUTS,2010,ITG2,2,0.1369
2005,NUTS,2010,ITG2,2,0.1393
2007,NUTS,2010,ITG2,2,0.1023
2008,NUTS,2010,ITG2,2,0.1112
2009,NUTS,2010,ITG2,2,0.0935
2010,NUTS,2010,ITG2,2,0.1414
2011,NUTS,2010,ITG2,2,0.2229
2012,NUTS,2010,ITG2,2,0.2116
2013,NUTS,2010,ITG2,2,0.2396
2014,NUTS,2010,ITG2,2,0.2513
2015,NUTS,2010,ITG2,2,0.2444
2016,NUTS,2010,ITG2,2,0.2286
2017,NUTS,2010,ITG2,2,0.2166
2018,NUTS,2010,ITG2,2,0.1921
2019,NUTS,2010,ITG2,2,0.2167
2003,NUTS,2010,ITH,1,0.1467
2004,NUTS,2010,ITH,1,0.1624
2005,NUTS,2010,ITH,1,0.1741
2007,NUTS,2010,ITH,1,0.244
2008,NUTS,2010,ITH,1,0.2334
2009,NUTS,2010,ITH,1,0.2277
2010,NUTS,2010,ITH,1,0.1931
2011,NUTS,2010,ITH,1,0.2212
2012,NUTS,2010,ITH,1,0.2348
2013,NUTS,2010,ITH,1,0.2536
2014,NUTS,2010,ITH,1,0.2092
2015,NUTS,2010,ITH,1,0.2186
2016,NUTS,2010,ITH,1,0.214
2017,NUTS,2010,ITH,1,0.2265
2018,NUTS,2010,ITH,1,0.2266
2019,NUTS,2010,ITH,1,0.22
2003,NUTS,2010,ITH1,2,0.0042
2004,NUTS,2010,ITH1,2,0.0546
2005,NUTS,2010,ITH1,2,0.0687
2007,NUTS,2010,ITH1,2,0.0679
2008,NUTS,2010,ITH1,2,0.1009
2009,NUTS,2010,ITH1,2,0.116
2010,NUTS,2010,ITH1,2,0.21
2011,NUTS,2010,ITH1,2,0.2734
2012,NUTS,2010,ITH1,2,0.2458
2013,NUTS,2010,ITH1,2,0.2565
2014,NUTS,2010,ITH1,2,0.0257
2015,NUTS,2010,ITH1,2,0.011
2016,NUTS,2010,ITH1,2,0.0222
2017,NUTS,2010,ITH1,2,0.0141
2018,NUTS,2010,ITH1,2,0.1097
2019,NUTS,2010,ITH1,2,0.1135
2003,NUTS,2010,ITH2,2,0.5621
2004,NUTS,2010,ITH2,2,0.5654
2005,NUTS,2010,ITH2,2,0.5056
2007,NUTS,2010,ITH2,2,0.5325
2008,NUTS,2010,ITH2,2,0.4468
2009,NUTS,2010,ITH2,2,0.4522
2010,NUTS,2010,ITH2,2,0.4845
2011,NUTS,2010,ITH2,2,0.5112
2012,NUTS,2010,ITH2,2,0.5396
2013,NUTS,2010,ITH2,2,0.6596
2014,NUTS,2010,ITH2,2,0.5966
2015,NUTS,2010,ITH2,2,0.6792
2016,NUTS,2010,ITH2,2,0.5851
2017,NUTS,2010,ITH2,2,0.7656
2018,NUTS,2010,ITH2,2,0.7278
2019,NUTS,2010,ITH2,2,0.654
2003,NUTS,2010,ITH3,2,0.0654
2004,NUTS,2010,ITH3,2,0.0688
2005,NUTS,2010,ITH3,2,0.0747
2007,NUTS,2010,ITH3,2,0.1246
2008,NUTS,2010,ITH3,2,0.1266
2009,NUTS,2010,ITH3,2,0.1256
2010,NUTS,2010,ITH3,2,0.1157
2011,NUTS,2010,ITH3,2,0.1251
2012,NUTS,2010,ITH3,2,0.1259
2013,NUTS,2010,ITH3,2,0.1335
2014,NUTS,2010,ITH3,2,0.1252
2015,NUTS,2010,ITH3,2,0.1286
2016,NUTS,2010,ITH3,2,0.1233
2017,NUTS,2010,ITH3,2,0.1298
2018,NUTS,2010,ITH3,2,0.1232
2019,NUTS,2010,ITH3,2,0.115
2003,NUTS,2010,ITH4,2,0.2984
2004,NUTS,2010,ITH4,2,0.3296
2005,NUTS,2010,ITH4,2,0.4131
2007,NUTS,2010,ITH4,2,0.3818
2008,NUTS,2010,ITH4,2,0.3955
2009,NUTS,2010,ITH4,2,0.4321
2010,NUTS,2010,ITH4,2,0.1589
2011,NUTS,2010,ITH4,2,0.2247
2012,NUTS,2010,ITH4,2,0.251
2013,NUTS,2010,ITH4,2,0.2325
2014,NUTS,2010,ITH4,2,0.3147
2015,NUTS,2010,ITH4,2,0.3598
2016,NUTS,2010,ITH4,2,0.3454
2017,NUTS,2010,ITH4,2,0.4006
2018,NUTS,2010,ITH4,2,0.41
2019,NUTS,2010,ITH4,2,0.3992
2005,NUTS,2010,ITH5,2,0.1888
2007,NUTS,2010,ITH5,2,0.317
2008,NUTS,2010,ITH5,2,0.2937
2009,NUTS,2010,ITH5,2,0.2666
2010,NUTS,2010,ITH5,2,0.2444
2011,NUTS,2010,ITH5,2,0.2783
2012,NUTS,2010,ITH5,2,0.3042
2013,NUTS,2010,ITH5,2,0.3311
2014,NUTS,2010,ITH5,2,0.246
2015,NUTS,2010,ITH5,2,0.2445
2016,NUTS,2010,ITH5,2,0.2528
2017,NUTS,2010,ITH5,2,0.2432
2018,NUTS,2010,ITH5,2,0.2421
2019,NUTS,2010,ITH5,2,0.246
2003,NUTS,2010,ITI,1,0.4976
2004,NUTS,2010,ITI,1,0.466
2005,NUTS,2010,ITI,1,0.4972
2007,NUTS,2010,ITI,1,0.4711
2008,NUTS,2010,ITI,1,0.4339
2009,NUTS,2010,ITI,1,0.4855
2010,NUTS,2010,ITI,1,0.4838
2011,NUTS,2010,ITI,1,0.4719
2012,NUTS,2010,ITI,1,0.4797
2013,NUTS,2010,ITI,1,0.473
2014,NUTS,2010,ITI,1,0.466
2015,NUTS,2010,ITI,1,0.4827
2016,NUTS,2010,ITI,1,0.4905
2017,NUTS,2010,ITI,1,0.4796
2018,NUTS,2010,ITI,1,0.4924
2019,NUTS,2010,ITI,1,0.4876
2003,NUTS,2010,ITI1,2,0.1465
2004,NUTS,2010,ITI1,2,0.172
2005,NUTS,2010,ITI1,2,0.1594
2007,NUTS,2010,ITI1,2,0.1621
2008,NUTS,2010,ITI1,2,0.1272
2009,NUTS,2010,ITI1,2,0.1377
2010,NUTS,2010,ITI1,2,0.1414
2011,NUTS,2010,ITI1,2,0.1906
2012,NUTS,2010,ITI1,2,0.2025
2013,NUTS,2010,ITI1,2,0.2248
2014,NUTS,2010,ITI1,2,0.2238
2015,NUTS,2010,ITI1,2,0.221
2016,NUTS,2010,ITI1,2,0.2307
2017,NUTS,2010,ITI1,2,0.2208
2018,NUTS,2010,ITI1,2,0.2453
2019,NUTS,2010,ITI1,2,0.2324
2003,NUTS,2010,ITI2,2,0.0413
2004,NUTS,2010,ITI2,2,0.0517
2005,NUTS,2010,ITI2,2,0.0518
2007,NUTS,2010,ITI2,2,0.1207
2008,NUTS,2010,ITI2,2,0.1081
2009,NUTS,2010,ITI2,2,0.0524
2010,NUTS,2010,ITI2,2,0.05
2011,NUTS,2010,ITI2,2,0.0642
2012,NUTS,2010,ITI2,2,0.0792
2013,NUTS,2010,ITI2,2,0.0993
2014,NUTS,2010,ITI2,2,0.1115
2015,NUTS,2010,ITI2,2,0.1118
2016,NUTS,2010,ITI2,2,0.1224
2017,NUTS,2010,ITI2,2,0.101
2018,NUTS,2010,ITI2,2,0.103
2019,NUTS,2010,ITI2,2,0.1243
2005,NUTS,2010,ITI3,2,0.0434
2007,NUTS,2010,ITI3,2,0.0471
2008,NUTS,2010,ITI3,2,0.033
2009,NUTS,2010,ITI3,2,0.0322
2010,NUTS,2010,ITI3,2,0.0319
2011,NUTS,2010,ITI3,2,0.0455
2012,NUTS,2010,ITI3,2,0.0581
2013,NUTS,2010,ITI3,2,0.068
2014,NUTS,2010,ITI3,2,0.0751
2015,NUTS,2010,ITI3,2,0.0745
2016,NUTS,2010,ITI3,2,0.0879
2017,NUTS,2010,ITI3,2,0.095
2018,NUTS,2010,ITI3,2,0.0919
2019,NUTS,2010,ITI3,2,0.0966
2003,NUTS,2010,ITI4,2,0.9914
2004,NUTS,2010,ITI4,2,0.8826
2005,NUTS,2010,ITI4,2,0.9511
2007,NUTS,2010,ITI4,2,0.8958
2008,NUTS,2010,ITI4,2,0.8411
2009,NUTS,2010,ITI4,2,0.9527
2010,NUTS,2010,ITI4,2,0.9345
2011,NUTS,2010,ITI4,2,0.8644
2012,NUTS,2010,ITI4,2,0.86
2013,NUTS,2010,ITI4,2,0.821
2014,NUTS,2010,ITI4,2,0.7903
2015,NUTS,2010,ITI4,2,0.8345
2016,NUTS,2010,ITI4,2,0.832
2017,NUTS,2010,ITI4,2,0.8145
2018,NUTS,2010,ITI4,2,0.8284
2019,NUTS,2010,ITI4,2,0.8238
2001,NUTS,2010,KR,0,0.0316
2002,NUTS,2010,KR,0,0.0317
2003,NUTS,2010,KR,0,0.0344
2004,NUTS,2010,KR,0,0.039
2005,NUTS,2010,KR,0,0.0354
2006,NUTS,2010,KR,0,0.0374
2007,NUTS,2010,KR,0,0.0523
2008,NUTS,2010,KR,0,0.0543
2009,NUTS,2010,KR,0,0.0799
2010,NUTS,2010,KR,0,0.0912
2011,NUTS,2010,KR,0,0.1016
2012,NUTS,2010,KR,0,0.1222
2013,NUTS,2010,KR,0,0.1289
2000,NUTS,2010,LT,0,0.4049
2001,NUTS,2010,LT,0,0.3978
2002,NUTS,2010,LT,0,0.2875
2003,NUTS,2010,LT,0,0.269
2004,NUTS,2010,LT,0,0.2744
2005,NUTS,2010,LT,0,0.2723
2006,NUTS,2010,LT,0,0.2577
2007,NUTS,2010,LT,0,0.2556
2008,NUTS,2010,LT,0,0.2552
2009,NUTS,2010,LT,0,0.2645
2010,NUTS,2010,LT,0,0.2546
2011,NUTS,2010,LT,0,0.2432
2012,NUTS,2010,LT,0,0.234
2013,NUTS,2010,LT,0,0.241
2014,NUTS,2010,LT,0,0.2462
2015,NUTS,2010,LT,0,0.2373
2016,NUTS,2010,LT,0,0.3203
2017,NUTS,2010,LT,0,0.3357
2018,NUTS,2010,LT,0,0.3247
2019,NUTS,2010,LT,0,0.3185
2015,NUTS,2010,LT01,2,0.5212
2016,NUTS,2010,LT01,2,0.5484
2017,NUTS,2010,LT01,2,0.5557
2018,NUTS,2010,LT01,2,0.5541
2019,NUTS,2010,LT01,2,0.5861
2015,NUTS,2010,LT02,2,0.1014
2016,NUTS,2010,LT02,2,0.1984
2017,NUTS,2010,LT02,2,0.209
2018,NUTS,2010,LT02,2,0.1927
2019,NUTS,2010,LT02,2,0.1731
2000,NUTS,2010,LU,0,0.1944
2001,NUTS,2010,LU,0,0.2288
2002,NUTS,2010,LU,0,0.2667
2003,NUTS,2010,LU,0,0.275
2005,NUTS,2010,LU,0,0.3136
2006,NUTS,2010,LU,0,0.3583
2007,NUTS,2010,LU,0,0.3955
2009,NUTS,2010,LU,0,0.471
2010,NUTS,2010,LU,0,0.5368
2011,NUTS,2010,LU,0,0.6278
2012,NUTS,2010,LU,0,0.5796
2013,NUTS,2010,LU,0,0.5952
2014,NUTS,2010,LU,0,0.5807
2015,NUTS,2010,LU,0,0.5478
2017,NUTS,2010,LU,0,0.4776
2019,NUTS,2010,LU,0,0.4826
1997,NUTS,2010,LV,0,0.2287
1998,NUTS,2010,LV,0,0.2128
1999,NUTS,2010,LV,0,0.2018
2000,NUTS,2010,LV,0,0.1833
2001,NUTS,2010,LV,0,0.1884
2002,NUTS,2010,LV,0,0.1882
2003,NUTS,2010,LV,0,0.1794
2004,NUTS,2010,LV,0,0.1756
2005,NUTS,2010,LV,0,0.2597
2006,NUTS,2010,LV,0,0.2543
2007,NUTS,2010,LV,0,0.2179
2008,NUTS,2010,LV,0,0.2
2009,NUTS,2010,LV,0,0.1811
2010,NUTS,2010,LV,0,0.1751
2011,NUTS,2010,LV,0,0.2217
2012,NUTS,2010,LV,0,0.2122
2013,NUTS,2010,LV,0,0.2046
2014,NUTS,2010,LV,0,0.21
2015,NUTS,2010,LV,0,0.2193
2016,NUTS,2010,LV,0,0.2213
2017,NUTS,2010,LV,0,0.2129
2018,NUTS,2010,LV,0,0.2406
2019,NUTS,2010,LV,0,0.22
2011,NUTS,2010,ME,0,0.4753
2013,NUTS,2010,ME,0,0.4867
2014,NUTS,2010,ME,0,0.4177
2015,NUTS,2010,ME,0,0.4606
2017,NUTS,2010,ME,0,0.5091
2018,NUTS,2010,ME,0,0.5
2019,NUTS,2010,ME,0,0.5171
2006,NUTS,2010,MK,0,0.2449
2007,NUTS,2010,MK,0,0.231
2008,NUTS,2010,MK,0,0.23
2009,NUTS,2010,MK,0,0.1908
2010,NUTS,2010,MK,0,0.2362
2011,NUTS,2010,MK,0,0.1
2012,NUTS,2010,MK,0,0.1847
2015,NUTS,2010,MK,0,0.0835
2016,NUTS,2010,MK,0,0.1075
2017,NUTS,2010,MK,0,0.099
2018,NUTS,2010,MK,0,0.0882
2019,NUTS,2010,MK,0,0.0776
2002,NUTS,2010,MT,0,0.3844
2003,NUTS,2010,MT,0,0.0178
2004,NUTS,2010,MT,0,0.0432
2005,NUTS,2010,MT,0,0.05
2006,NUTS,2010,MT,0,0.0587
2007,NUTS,2010,MT,0,0.026
2008,NUTS,2010,MT,0,0.0509
2009,NUTS,2010,MT,0,0.0491
2010,NUTS,2010,MT,0,0.0304
2011,NUTS,2010,MT,0,0.031
2012,NUTS,2010,MT,0,0.0203
2013,NUTS,2010,MT,0,0.013
2014,NUTS,2010,MT,0,0.0135
2015,NUTS,2010,MT,0,0.0224
2016,NUTS,2010,MT,0,0.0198
2017,NUTS,2010,MT,0,0.0414
2018,NUTS,2010,MT,0,0.0396
2019,NUTS,2010,MT,0,0.0059
2001,NUTS,2010,NL,0,0.108
2003,NUTS,2010,NL,0,0.1183
2004,NUTS,2010,NL,0,0.1318
2005,NUTS,2010,NL,0,0.1328
2006,NUTS,2010,NL,0,0.1434
2007,NUTS,2010,NL,0,0.1347
2008,NUTS,2010,NL,0,0.118
2009,NUTS,2010,NL,0,0.1102
2010,NUTS,2010,NL,0,0.1141
2011,NUTS,2010,NL,0,0.1247
2012,NUTS,2010,NL,0,0.1977
2013,NUTS,2010,NL,0,0.1186
2014,NUTS,2010,NL,0,0.1221
2015,NUTS,2010,NL,0,0.1253
2016,NUTS,2010,NL,0,0.1254
2017,NUTS,2010,NL,0,0.1176
2018,NUTS,2010,NL,0,0.1288
2019,NUTS,2010,NL,0,0.1341
2005,NUTS,2010,NL3,1,0.1889
2007,NUTS,2010,NL3,1,0.2024
2009,NUTS,2010,NL3,1,0.1643
2003,NUTS,2010,NO,0,0.2508
2005,NUTS,2010,NO,0,0.2693
2007,NUTS,2010,NO,0,0.3099
2008,NUTS,2010,NO,0,0.3099
2009,NUTS,2010,NO,0,0.3306
2010,NUTS,2010,NO,0,0.3589
2011,NUTS,2010,NO,0,0.3734
2012,NUTS,2010,NO,0,0.3745
2013,NUTS,2010,NO,0,0.3809
2014,NUTS,2010,NO,0,0.3823
2015,NUTS,2010,NO,0,0.3996
2016,NUTS,2010,NO,0,0.3942
2017,NUTS,2010,NO,0,0.4137
2018,NUTS,2010,NO,0,0.4147
2019,NUTS,2010,NO,0,0.4128
2003,NUTS,2010,NO0,1,0.2465
2005,NUTS,2010,NO0,1,0.265
2007,NUTS,2010,NO0,1,0.3043
2008,NUTS,2010,NO0,1,0.3038
2009,NUTS,2010,NO0,1,0.3236
2010,NUTS,2010,NO0,1,0.3508
2011,NUTS,2010,NO0,1,0.3642
2012,NUTS,2010,NO0,1,0.3646
2013,NUTS,2010,NO0,1,0.3708
2014,NUTS,2010,NO0,1,0.3718
2001,NUTS,2010,NO01,2,0.3409
2005,NUTS,2010,NO01,2,0.6624
2007,NUTS,2010,NO01,2,0.7087
2008,NUTS,2010,NO01,2,0.6933
2009,NUTS,2010,NO01,2,0.7514
2010,NUTS,2010,NO01,2,0.7742
2011,NUTS,2010,NO01,2,0.8063
2012,NUTS,2010,NO01,2,0.8088
2013,NUTS,2010,NO01,2,0.8229
2014,NUTS,2010,NO01,2,0.7801
2001,NUTS,2010,NO02,2,0.0375
2005,NUTS,2010,NO02,2,0.0781
2007,NUTS,2010,NO02,2,0.082
2008,NUTS,2010,NO02,2,0.1033
2009,NUTS,2010,NO02,2,0.0919
2010,NUTS,2010,NO02,2,0.1069
2011,NUTS,2010,NO02,2,0.1389
2012,NUTS,2010,NO02,2,0.1454
2013,NUTS,2010,NO02,2,0.1437
2014,NUTS,2010,NO02,2,0.1572
2001,NUTS,2010,NO03,2,0.0209
2005,NUTS,2010,NO03,2,0.0533
2007,NUTS,2010,NO03,2,0.1102
2008,NUTS,2010,NO03,2,0.1217
