year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrst_ths
2011,NUTS,2010,FRF1,2,468.9
2012,NUTS,2010,FRF1,2,452.5
2013,NUTS,2010,FRF1,2,465.9
2014,NUTS,2010,FRF1,2,466.3
2015,NUTS,2010,FRF1,2,498.8
2016,NUTS,2010,FRF1,2,506.8
2017,NUTS,2010,FRF1,2,486.2
2018,NUTS,2010,FRF1,2,507.2
2019,NUTS,2010,FRF1,2,543.3
2020,NUTS,2010,FRF1,2,555.5
2011,NUTS,2010,FRF2,2,251.0
2012,NUTS,2010,FRF2,2,251.5
2013,NUTS,2010,FRF2,2,259.5
2014,NUTS,2010,FRF2,2,253.6
2015,NUTS,2010,FRF2,2,251.3
2016,NUTS,2010,FRF2,2,241.0
2017,NUTS,2010,FRF2,2,243.0
2018,NUTS,2010,FRF2,2,265.4
2019,NUTS,2010,FRF2,2,268.4
2020,NUTS,2010,FRF2,2,245.2
2011,NUTS,2010,FRF3,2,478.7
2012,NUTS,2010,FRF3,2,479.7
2013,NUTS,2010,FRF3,2,527.5
2014,NUTS,2010,FRF3,2,542.8
2015,NUTS,2010,FRF3,2,549.3
2016,NUTS,2010,FRF3,2,526.7
2017,NUTS,2010,FRF3,2,535.9
2018,NUTS,2010,FRF3,2,531.1
2019,NUTS,2010,FRF3,2,587.0
2020,NUTS,2010,FRF3,2,555.6
2011,NUTS,2010,FRG,1,788.1
2012,NUTS,2010,FRG,1,799.2
2013,NUTS,2010,FRG,1,806.2
2014,NUTS,2010,FRG,1,856.8
2015,NUTS,2010,FRG,1,908.0
2016,NUTS,2010,FRG,1,913.4
2017,NUTS,2010,FRG,1,912.3
2018,NUTS,2010,FRG,1,934.7
2019,NUTS,2010,FRG,1,984.6
2020,NUTS,2010,FRG,1,991.3
2011,NUTS,2010,FRG0,2,788.1
2012,NUTS,2010,FRG0,2,799.2
2013,NUTS,2010,FRG0,2,806.2
2014,NUTS,2010,FRG0,2,856.8
2015,NUTS,2010,FRG0,2,908.0
2016,NUTS,2010,FRG0,2,913.4
2017,NUTS,2010,FRG0,2,912.3
2018,NUTS,2010,FRG0,2,934.7
2019,NUTS,2010,FRG0,2,984.6
2020,NUTS,2010,FRG0,2,991.3
2011,NUTS,2010,FRH,1,747.2
2012,NUTS,2010,FRH,1,786.1
2013,NUTS,2010,FRH,1,800.1
2014,NUTS,2010,FRH,1,805.0
2015,NUTS,2010,FRH,1,807.2
2016,NUTS,2010,FRH,1,827.2
2017,NUTS,2010,FRH,1,845.0
2018,NUTS,2010,FRH,1,872.7
2019,NUTS,2010,FRH,1,886.2
2020,NUTS,2010,FRH,1,920.8
2011,NUTS,2010,FRH0,2,747.2
2012,NUTS,2010,FRH0,2,786.1
2013,NUTS,2010,FRH0,2,800.1
2014,NUTS,2010,FRH0,2,805.0
2015,NUTS,2010,FRH0,2,807.2
2016,NUTS,2010,FRH0,2,827.2
2017,NUTS,2010,FRH0,2,845.0
2018,NUTS,2010,FRH0,2,872.7
2019,NUTS,2010,FRH0,2,886.2
2020,NUTS,2010,FRH0,2,920.8
2011,NUTS,2010,FRI,1,1239.1
2012,NUTS,2010,FRI,1,1251.5
2013,NUTS,2010,FRI,1,1294.0
2014,NUTS,2010,FRI,1,1366.1
2015,NUTS,2010,FRI,1,1378.6
2016,NUTS,2010,FRI,1,1418.8
2017,NUTS,2010,FRI,1,1466.2
2018,NUTS,2010,FRI,1,1523.5
2019,NUTS,2010,FRI,1,1512.9
2020,NUTS,2010,FRI,1,1533.9
2011,NUTS,2010,FRI1,2,744.7
2012,NUTS,2010,FRI1,2,754.4
2013,NUTS,2010,FRI1,2,788.6
2014,NUTS,2010,FRI1,2,843.6
2015,NUTS,2010,FRI1,2,848.6
2016,NUTS,2010,FRI1,2,852.2
2017,NUTS,2010,FRI1,2,882.6
2018,NUTS,2010,FRI1,2,920.2
2019,NUTS,2010,FRI1,2,909.6
2020,NUTS,2010,FRI1,2,920.2
2011,NUTS,2010,FRI2,2,152.0
2012,NUTS,2010,FRI2,2,162.5
2013,NUTS,2010,FRI2,2,153.5
2014,NUTS,2010,FRI2,2,156.1
2015,NUTS,2010,FRI2,2,168.9
2016,NUTS,2010,FRI2,2,182.6
2017,NUTS,2010,FRI2,2,176.2
2018,NUTS,2010,FRI2,2,177.1
2019,NUTS,2010,FRI2,2,178.4
2020,NUTS,2010,FRI2,2,170.7
2011,NUTS,2010,FRI3,2,342.4
2012,NUTS,2010,FRI3,2,334.6
2013,NUTS,2010,FRI3,2,351.9
2014,NUTS,2010,FRI3,2,366.4
2015,NUTS,2010,FRI3,2,361.1
2016,NUTS,2010,FRI3,2,384.0
2017,NUTS,2010,FRI3,2,407.3
2018,NUTS,2010,FRI3,2,426.2
2019,NUTS,2010,FRI3,2,425.0
2020,NUTS,2010,FRI3,2,443.0
2011,NUTS,2010,FRJ,1,1350.1
2012,NUTS,2010,FRJ,1,1365.6
2013,NUTS,2010,FRJ,1,1465.4
2014,NUTS,2010,FRJ,1,1522.1
2015,NUTS,2010,FRJ,1,1520.9
2016,NUTS,2010,FRJ,1,1507.8
2017,NUTS,2010,FRJ,1,1564.7
2018,NUTS,2010,FRJ,1,1671.3
2019,NUTS,2010,FRJ,1,1669.9
2020,NUTS,2010,FRJ,1,1781.8
2011,NUTS,2010,FRJ1,2,558.1
2012,NUTS,2010,FRJ1,2,561.2
2013,NUTS,2010,FRJ1,2,595.6
2014,NUTS,2010,FRJ1,2,647.4
2015,NUTS,2010,FRJ1,2,651.0
2016,NUTS,2010,FRJ1,2,655.5
2017,NUTS,2010,FRJ1,2,692.6
2018,NUTS,2010,FRJ1,2,694.1
2019,NUTS,2010,FRJ1,2,720.3
2020,NUTS,2010,FRJ1,2,820.1
2011,NUTS,2010,FRJ2,2,792.0
2012,NUTS,2010,FRJ2,2,804.4
2013,NUTS,2010,FRJ2,2,869.8
2014,NUTS,2010,FRJ2,2,874.7
2015,NUTS,2010,FRJ2,2,869.9
2016,NUTS,2010,FRJ2,2,852.3
2017,NUTS,2010,FRJ2,2,872.1
2018,NUTS,2010,FRJ2,2,977.2
2019,NUTS,2010,FRJ2,2,949.6
2020,NUTS,2010,FRJ2,2,961.7
2011,NUTS,2010,FRK,1,1818.0
2012,NUTS,2010,FRK,1,1911.7
2013,NUTS,2010,FRK,1,1999.2
2014,NUTS,2010,FRK,1,2080.5
2015,NUTS,2010,FRK,1,2112.6
2016,NUTS,2010,FRK,1,2195.5
2017,NUTS,2010,FRK,1,2214.4
2018,NUTS,2010,FRK,1,2237.6
2019,NUTS,2010,FRK,1,2327.5
2020,NUTS,2010,FRK,1,2372.6
2011,NUTS,2010,FRK1,2,262.7
2012,NUTS,2010,FRK1,2,278.6
2013,NUTS,2010,FRK1,2,286.5
2014,NUTS,2010,FRK1,2,277.8
2015,NUTS,2010,FRK1,2,295.5
2016,NUTS,2010,FRK1,2,320.1
2017,NUTS,2010,FRK1,2,291.6
2018,NUTS,2010,FRK1,2,304.0
2019,NUTS,2010,FRK1,2,327.1
2020,NUTS,2010,FRK1,2,316.9
2011,NUTS,2010,FRK2,2,1555.3
2012,NUTS,2010,FRK2,2,1633.1
2013,NUTS,2010,FRK2,2,1712.7
2014,NUTS,2010,FRK2,2,1802.8
2015,NUTS,2010,FRK2,2,1817.2
2016,NUTS,2010,FRK2,2,1875.4
2017,NUTS,2010,FRK2,2,1922.8
2018,NUTS,2010,FRK2,2,1933.6
2019,NUTS,2010,FRK2,2,2000.4
2020,NUTS,2010,FRK2,2,2055.7
2011,NUTS,2010,FRL,1,1174.6
2012,NUTS,2010,FRL,1,1226.6
2013,NUTS,2010,FRL,1,1282.5
2014,NUTS,2010,FRL,1,1332.6
2015,NUTS,2010,FRL,1,1273.2
2016,NUTS,2010,FRL,1,1312.8
2017,NUTS,2010,FRL,1,1353.1
2018,NUTS,2010,FRL,1,1397.9
2019,NUTS,2010,FRL,1,1413.1
2020,NUTS,2010,FRL,1,1442.5
2011,NUTS,2010,FRL0,2,1174.6
2012,NUTS,2010,FRL0,2,1226.6
2013,NUTS,2010,FRL0,2,1282.5
2014,NUTS,2010,FRL0,2,1332.6
2015,NUTS,2010,FRL0,2,1273.2
2016,NUTS,2010,FRL0,2,1312.8
2017,NUTS,2010,FRL0,2,1353.1
2018,NUTS,2010,FRL0,2,1397.9
2019,NUTS,2010,FRL0,2,1413.1
2020,NUTS,2010,FRL0,2,1442.5
2011,NUTS,2010,FRM,1,40.7
2012,NUTS,2010,FRM,1,45.2
2013,NUTS,2010,FRM,1,36.0
2014,NUTS,2010,FRM,1,37.7
2015,NUTS,2010,FRM,1,63.4
2016,NUTS,2010,FRM,1,70.4
2017,NUTS,2010,FRM,1,78.9
2018,NUTS,2010,FRM,1,62.3
2019,NUTS,2010,FRM,1,66.1
2020,NUTS,2010,FRM,1,91.4
2011,NUTS,2010,FRM0,2,40.7
2012,NUTS,2010,FRM0,2,45.2
2013,NUTS,2010,FRM0,2,36.0
2014,NUTS,2010,FRM0,2,37.7
2015,NUTS,2010,FRM0,2,63.4
2016,NUTS,2010,FRM0,2,70.4
2017,NUTS,2010,FRM0,2,78.9
2018,NUTS,2010,FRM0,2,62.3
2019,NUTS,2010,FRM0,2,66.1
2020,NUTS,2010,FRM0,2,91.4
2011,NUTS,2010,FRY,1,265.6
2012,NUTS,2010,FRY,1,280.3
2013,NUTS,2010,FRY,1,304.9
2014,NUTS,2010,FRY,1,294.2
2015,NUTS,2010,FRY,1,326.3
2016,NUTS,2010,FRY,1,322.4
2017,NUTS,2010,FRY,1,333.7
2018,NUTS,2010,FRY,1,336.2
2019,NUTS,2010,FRY,1,340.5
2020,NUTS,2010,FRY,1,344.7
2011,NUTS,2010,FRY1,2,61.0
2012,NUTS,2010,FRY1,2,62.9
2013,NUTS,2010,FRY1,2,65.6
2014,NUTS,2010,FRY1,2,60.3
2015,NUTS,2010,FRY1,2,65.9
2016,NUTS,2010,FRY1,2,64.1
2017,NUTS,2010,FRY1,2,67.5
2018,NUTS,2010,FRY1,2,63.8
2019,NUTS,2010,FRY1,2,68.4
2020,NUTS,2010,FRY1,2,68.4
2011,NUTS,2010,FRY2,2,64.2
2012,NUTS,2010,FRY2,2,68.4
2013,NUTS,2010,FRY2,2,66.7
2014,NUTS,2010,FRY2,2,66.0
2015,NUTS,2010,FRY2,2,73.9
2016,NUTS,2010,FRY2,2,71.4
2017,NUTS,2010,FRY2,2,73.3
2018,NUTS,2010,FRY2,2,75.4
2019,NUTS,2010,FRY2,2,72.4
2020,NUTS,2010,FRY2,2,75.2
2011,NUTS,2010,FRY3,2,24.3
2012,NUTS,2010,FRY3,2,25.0
2013,NUTS,2010,FRY3,2,27.5
2014,NUTS,2010,FRY3,2,27.1
2015,NUTS,2010,FRY3,2,30.0
2016,NUTS,2010,FRY3,2,31.1
2017,NUTS,2010,FRY3,2,32.5
2018,NUTS,2010,FRY3,2,33.9
2019,NUTS,2010,FRY3,2,36.0
2020,NUTS,2010,FRY3,2,34.6
2011,NUTS,2010,FRY4,2,116.1
2012,NUTS,2010,FRY4,2,124.0
2013,NUTS,2010,FRY4,2,129.1
2014,NUTS,2010,FRY4,2,126.2
2015,NUTS,2010,FRY4,2,141.3
2016,NUTS,2010,FRY4,2,138.5
2017,NUTS,2010,FRY4,2,142.0
2018,NUTS,2010,FRY4,2,144.9
2019,NUTS,2010,FRY4,2,144.6
2020,NUTS,2010,FRY4,2,147.9
2013,NUTS,2010,FRY5,2,16.0
2014,NUTS,2010,FRY5,2,14.5
2015,NUTS,2010,FRY5,2,15.2
2016,NUTS,2010,FRY5,2,17.3
2017,NUTS,2010,FRY5,2,18.4
2018,NUTS,2010,FRY5,2,18.2
2019,NUTS,2010,FRY5,2,19.0
2020,NUTS,2010,FRY5,2,18.6
2011,NUTS,2010,HR,0,642.1
2012,NUTS,2010,HR,0,664.8
2013,NUTS,2010,HR,0,722.4
2014,NUTS,2010,HR,0,751.6
2015,NUTS,2010,HR,0,788.3
2016,NUTS,2010,HR,0,789.2
2017,NUTS,2010,HR,0,802.9
2018,NUTS,2010,HR,0,838.8
2019,NUTS,2010,HR,0,837.3
2020,NUTS,2010,HR,0,836.8
2011,NUTS,2010,HR0,1,642.1
2012,NUTS,2010,HR0,1,664.8
2013,NUTS,2010,HR0,1,722.4
2014,NUTS,2010,HR0,1,751.6
2015,NUTS,2010,HR0,1,788.3
2016,NUTS,2010,HR0,1,789.2
2017,NUTS,2010,HR0,1,802.9
2018,NUTS,2010,HR0,1,838.8
2019,NUTS,2010,HR0,1,837.3
2020,NUTS,2010,HR0,1,836.8
2011,NUTS,2010,HR03,2,223.6
2012,NUTS,2010,HR03,2,231.0
2013,NUTS,2010,HR03,2,250.6
2014,NUTS,2010,HR03,2,259.2
2015,NUTS,2010,HR03,2,274.1
2016,NUTS,2010,HR03,2,256.8
2017,NUTS,2010,HR03,2,260.0
2018,NUTS,2010,HR03,2,281.9
2019,NUTS,2010,HR03,2,288.0
2020,NUTS,2010,HR03,2,274.7
2011,NUTS,2010,HR04,2,418.5
2012,NUTS,2010,HR04,2,433.8
2013,NUTS,2010,HR04,2,471.8
2014,NUTS,2010,HR04,2,492.4
2015,NUTS,2010,HR04,2,514.3
2016,NUTS,2010,HR04,2,532.4
2017,NUTS,2010,HR04,2,542.9
2018,NUTS,2010,HR04,2,556.8
2019,NUTS,2010,HR04,2,549.4
2020,NUTS,2010,HR04,2,562.0
2011,NUTS,2010,HU,0,1754.1
2012,NUTS,2010,HU,0,1835.2
2013,NUTS,2010,HU,0,1878.4
2014,NUTS,2010,HU,0,1934.2
2015,NUTS,2010,HU,0,1957.4
2016,NUTS,2010,HU,0,1952.5
2017,NUTS,2010,HU,0,1978.1
2018,NUTS,2010,HU,0,2031.9
2019,NUTS,2010,HU,0,2097.0
2020,NUTS,2010,HU,0,2204.0
2011,NUTS,2010,HU1,1,748.5
2012,NUTS,2010,HU1,1,779.4
2013,NUTS,2010,HU1,1,795.8
2014,NUTS,2010,HU1,1,836.1
2015,NUTS,2010,HU1,1,852.4
2016,NUTS,2010,HU1,1,851.0
2017,NUTS,2010,HU1,1,856.0
2018,NUTS,2010,HU1,1,887.5
2019,NUTS,2010,HU1,1,931.5
2020,NUTS,2010,HU1,1,1001.3
2011,NUTS,2010,HU10,2,748.5
2012,NUTS,2010,HU10,2,779.4
2013,NUTS,2010,HU11,2,556.8
2014,NUTS,2010,HU11,2,586.4
2015,NUTS,2010,HU11,2,591.9
2016,NUTS,2010,HU11,2,585.2
2017,NUTS,2010,HU11,2,587.6
2018,NUTS,2010,HU11,2,616.8
2019,NUTS,2010,HU11,2,635.8
2020,NUTS,2010,HU11,2,673.6
2013,NUTS,2010,HU12,2,239.0
2014,NUTS,2010,HU12,2,249.7
2015,NUTS,2010,HU12,2,260.5
2016,NUTS,2010,HU12,2,265.8
2017,NUTS,2010,HU12,2,268.4
2018,NUTS,2010,HU12,2,270.7
2019,NUTS,2010,HU12,2,295.7
2020,NUTS,2010,HU12,2,327.7
2011,NUTS,2010,HU2,1,455.6
2012,NUTS,2010,HU2,1,479.8
2013,NUTS,2010,HU2,1,485.3
2014,NUTS,2010,HU2,1,499.9
2015,NUTS,2010,HU2,1,510.8
2016,NUTS,2010,HU2,1,500.0
2017,NUTS,2010,HU2,1,511.3
2018,NUTS,2010,HU2,1,511.2
2019,NUTS,2010,HU2,1,538.6
2020,NUTS,2010,HU2,1,567.6
2011,NUTS,2010,HU21,2,163.5
2012,NUTS,2010,HU21,2,178.8
2013,NUTS,2010,HU21,2,179.1
2014,NUTS,2010,HU21,2,176.5
2015,NUTS,2010,HU21,2,182.7
2016,NUTS,2010,HU21,2,179.1
2017,NUTS,2010,HU21,2,190.3
2018,NUTS,2010,HU21,2,189.6
2019,NUTS,2010,HU21,2,205.4
2020,NUTS,2010,HU21,2,211.9
2011,NUTS,2010,HU22,2,155.7
2012,NUTS,2010,HU22,2,160.1
2013,NUTS,2010,HU22,2,163.8
2014,NUTS,2010,HU22,2,177.4
2015,NUTS,2010,HU22,2,180.0
2016,NUTS,2010,HU22,2,174.6
2017,NUTS,2010,HU22,2,183.7
2018,NUTS,2010,HU22,2,182.2
2019,NUTS,2010,HU22,2,191.2
2020,NUTS,2010,HU22,2,212.7
2011,NUTS,2010,HU23,2,136.4
2012,NUTS,2010,HU23,2,140.9
2013,NUTS,2010,HU23,2,142.3
2014,NUTS,2010,HU23,2,146.1
2015,NUTS,2010,HU23,2,148.1
2016,NUTS,2010,HU23,2,146.3
2017,NUTS,2010,HU23,2,137.3
2018,NUTS,2010,HU23,2,139.4
2019,NUTS,2010,HU23,2,142.1
2020,NUTS,2010,HU23,2,142.9
2011,NUTS,2010,HU3,1,550.0
2012,NUTS,2010,HU3,1,576.1
2013,NUTS,2010,HU3,1,597.3
2014,NUTS,2010,HU3,1,598.2
2015,NUTS,2010,HU3,1,594.2
2016,NUTS,2010,HU3,1,601.6
2017,NUTS,2010,HU3,1,610.8
2018,NUTS,2010,HU3,1,633.1
2019,NUTS,2010,HU3,1,626.9
2020,NUTS,2010,HU3,1,635.1
2011,NUTS,2010,HU31,2,162.3
2012,NUTS,2010,HU31,2,162.3
2013,NUTS,2010,HU31,2,166.5
2014,NUTS,2010,HU31,2,170.9
2015,NUTS,2010,HU31,2,176.0
2016,NUTS,2010,HU31,2,173.7
2017,NUTS,2010,HU31,2,181.4
2018,NUTS,2010,HU31,2,180.3
2019,NUTS,2010,HU31,2,173.4
2020,NUTS,2010,HU31,2,174.7
2011,NUTS,2010,HU32,2,204.0
2012,NUTS,2010,HU32,2,214.1
2013,NUTS,2010,HU32,2,228.5
2014,NUTS,2010,HU32,2,227.6
2015,NUTS,2010,HU32,2,214.1
2016,NUTS,2010,HU32,2,219.8
2017,NUTS,2010,HU32,2,225.6
2018,NUTS,2010,HU32,2,234.9
2019,NUTS,2010,HU32,2,235.4
2020,NUTS,2010,HU32,2,234.2
2011,NUTS,2010,HU33,2,183.7
2012,NUTS,2010,HU33,2,199.7
2013,NUTS,2010,HU33,2,202.3
2014,NUTS,2010,HU33,2,199.7
2015,NUTS,2010,HU33,2,204.1
2016,NUTS,2010,HU33,2,208.0
2017,NUTS,2010,HU33,2,203.8
2018,NUTS,2010,HU33,2,217.9
2019,NUTS,2010,HU33,2,218.0
2020,NUTS,2010,HU33,2,226.2
2011,NUTS,2010,IE,0,1210.9
2012,NUTS,2010,IE,0,1257.2
2013,NUTS,2010,IE,0,1299.1
2014,NUTS,2010,IE,0,1330.7
2015,NUTS,2010,IE,0,1364.4
2016,NUTS,2010,IE,0,1405.2
2017,NUTS,2010,IE,0,1458.3
2018,NUTS,2010,IE,0,1487.0
2019,NUTS,2010,IE,0,1532.1
2020,NUTS,2010,IE,0,1614.9
2011,NUTS,2010,IE0,1,1210.9
2012,NUTS,2010,IE0,1,1257.2
2013,NUTS,2010,IE0,1,1299.1
2014,NUTS,2010,IE0,1,1330.7
2015,NUTS,2010,IE0,1,1364.4
2016,NUTS,2010,IE0,1,1405.2
2017,NUTS,2010,IE0,1,1458.3
2018,NUTS,2010,IE0,1,1487.0
2019,NUTS,2010,IE0,1,1532.1
2020,NUTS,2010,IE0,1,1614.9
2011,NUTS,2010,IE01,2,278.0
2011,NUTS,2010,IE02,2,932.9
2012,NUTS,2010,IE04,2,194.1
2013,NUTS,2010,IE04,2,206.6
2014,NUTS,2010,IE04,2,208.4
2015,NUTS,2010,IE04,2,205.4
2016,NUTS,2010,IE04,2,212.1
2017,NUTS,2010,IE04,2,224.6
2018,NUTS,2010,IE04,2,221.5
2019,NUTS,2010,IE04,2,239.3
2020,NUTS,2010,IE04,2,258.0
2012,NUTS,2010,IE05,2,386.6
2013,NUTS,2010,IE05,2,399.1
2014,NUTS,2010,IE05,2,397.1
2015,NUTS,2010,IE05,2,409.0
2016,NUTS,2010,IE05,2,422.5
2017,NUTS,2010,IE05,2,444.3
2018,NUTS,2010,IE05,2,447.5
2019,NUTS,2010,IE05,2,453.1
2020,NUTS,2010,IE05,2,475.6
2012,NUTS,2010,IE06,2,676.4
2013,NUTS,2010,IE06,2,693.4
2014,NUTS,2010,IE06,2,725.2
2015,NUTS,2010,IE06,2,750.0
2016,NUTS,2010,IE06,2,770.6
2017,NUTS,2010,IE06,2,789.4
2018,NUTS,2010,IE06,2,818.0
2019,NUTS,2010,IE06,2,839.7
2020,NUTS,2010,IE06,2,881.3
2011,NUTS,2010,IS,0,85.6
2012,NUTS,2010,IS,0,85.8
2013,NUTS,2010,IS,0,90.3
2014,NUTS,2010,IS,0,93.0
2015,NUTS,2010,IS,0,97.1
2016,NUTS,2010,IS,0,103.4
2017,NUTS,2010,IS,0,106.6
2018,NUTS,2010,IS,0,112.9
2019,NUTS,2010,IS,0,115.6
2020,NUTS,2010,IS,0,116.3
2011,NUTS,2010,IS0,1,85.6
2012,NUTS,2010,IS0,1,85.8
2013,NUTS,2010,IS0,1,90.3
2014,NUTS,2010,IS0,1,93.0
2015,NUTS,2010,IS0,1,97.1
2016,NUTS,2010,IS0,1,103.4
2017,NUTS,2010,IS0,1,106.6
2018,NUTS,2010,IS0,1,112.9
2019,NUTS,2010,IS0,1,115.6
2020,NUTS,2010,IS0,1,116.3
2011,NUTS,2010,IS00,2,85.6
2012,NUTS,2010,IS00,2,85.8
2013,NUTS,2010,IS00,2,90.3
2014,NUTS,2010,IS00,2,93.0
2015,NUTS,2010,IS00,2,97.1
2016,NUTS,2010,IS00,2,103.4
2017,NUTS,2010,IS00,2,106.6
2018,NUTS,2010,IS00,2,112.9
2019,NUTS,2010,IS00,2,115.6
2020,NUTS,2010,IS00,2,116.3
2011,NUTS,2010,IT,0,9409.0
2012,NUTS,2010,IT,0,9670.6
2013,NUTS,2010,IT,0,9803.8
2014,NUTS,2010,IT,0,9979.4
2015,NUTS,2010,IT,0,10177.1
2016,NUTS,2010,IT,0,10288.5
2017,NUTS,2010,IT,0,10605.8
2018,NUTS,2010,IT,0,10870.0
2019,NUTS,2010,IT,0,10985.0
2020,NUTS,2010,IT,0,11044.9
2011,NUTS,2010,ITC,1,2860.8
2012,NUTS,2010,ITC,1,2895.1
2013,NUTS,2010,ITC,1,2967.1
2014,NUTS,2010,ITC,1,2983.6
2015,NUTS,2010,ITC,1,3074.2
2016,NUTS,2010,ITC,1,3089.0
2017,NUTS,2010,ITC,1,3204.3
2018,NUTS,2010,ITC,1,3341.8
2019,NUTS,2010,ITC,1,3347.4
2020,NUTS,2010,ITC,1,3345.9
2011,NUTS,2010,ITC1,2,723.6
2012,NUTS,2010,ITC1,2,724.2
2013,NUTS,2010,ITC1,2,757.1
2014,NUTS,2010,ITC1,2,767.4
2015,NUTS,2010,ITC1,2,778.6
2016,NUTS,2010,ITC1,2,773.3
2017,NUTS,2010,ITC1,2,804.2
2018,NUTS,2010,ITC1,2,854.7
2019,NUTS,2010,ITC1,2,860.5
2020,NUTS,2010,ITC1,2,845.5
2011,NUTS,2010,ITC2,2,19.4
2012,NUTS,2010,ITC2,2,20.6
2013,NUTS,2010,ITC2,2,21.1
2014,NUTS,2010,ITC2,2,20.2
2015,NUTS,2010,ITC2,2,20.0
2016,NUTS,2010,ITC2,2,20.4
2017,NUTS,2010,ITC2,2,22.1
2018,NUTS,2010,ITC2,2,22.4
2019,NUTS,2010,ITC2,2,22.0
2020,NUTS,2010,ITC2,2,21.6
2011,NUTS,2010,ITC3,2,284.7
2012,NUTS,2010,ITC3,2,285.4
2013,NUTS,2010,ITC3,2,290.8
2014,NUTS,2010,ITC3,2,287.2
2015,NUTS,2010,ITC3,2,285.2
2016,NUTS,2010,ITC3,2,286.3
2017,NUTS,2010,ITC3,2,289.7
2018,NUTS,2010,ITC3,2,314.7
2019,NUTS,2010,ITC3,2,305.6
2020,NUTS,2010,ITC3,2,293.1
2011,NUTS,2010,ITC4,2,1833.2
2012,NUTS,2010,ITC4,2,1864.9
2013,NUTS,2010,ITC4,2,1898.1
2014,NUTS,2010,ITC4,2,1908.8
2015,NUTS,2010,ITC4,2,1990.4
2016,NUTS,2010,ITC4,2,2008.9
2017,NUTS,2010,ITC4,2,2088.3
2018,NUTS,2010,ITC4,2,2150.1
2019,NUTS,2010,ITC4,2,2159.2
2020,NUTS,2010,ITC4,2,2185.7
2011,NUTS,2010,ITF,1,1713.0
2012,NUTS,2010,ITF,1,1793.1
2013,NUTS,2010,ITF,1,1809.7
2014,NUTS,2010,ITF,1,1834.5
2015,NUTS,2010,ITF,1,1834.1
2016,NUTS,2010,ITF,1,1861.6
2017,NUTS,2010,ITF,1,1900.0
2018,NUTS,2010,ITF,1,1916.7
2019,NUTS,2010,ITF,1,1954.0
2020,NUTS,2010,ITF,1,1976.8
2011,NUTS,2010,ITF1,2,221.8
2012,NUTS,2010,ITF1,2,227.9
2013,NUTS,2010,ITF1,2,231.0
2014,NUTS,2010,ITF1,2,214.8
2015,NUTS,2010,ITF1,2,214.0
2016,NUTS,2010,ITF1,2,219.3
2017,NUTS,2010,ITF1,2,226.7
2018,NUTS,2010,ITF1,2,237.9
2019,NUTS,2010,ITF1,2,238.7
2020,NUTS,2010,ITF1,2,246.7
2011,NUTS,2010,ITF2,2,42.4
2012,NUTS,2010,ITF2,2,47.3
2013,NUTS,2010,ITF2,2,46.3
2014,NUTS,2010,ITF2,2,47.8
2015,NUTS,2010,ITF2,2,50.9
2016,NUTS,2010,ITF2,2,52.6
2017,NUTS,2010,ITF2,2,54.3
2018,NUTS,2010,ITF2,2,53.7
2019,NUTS,2010,ITF2,2,53.9
2020,NUTS,2010,ITF2,2,52.9
2011,NUTS,2010,ITF3,2,675.9
2012,NUTS,2010,ITF3,2,726.7
2013,NUTS,2010,ITF3,2,743.8
2014,NUTS,2010,ITF3,2,748.0
2015,NUTS,2010,ITF3,2,744.3
2016,NUTS,2010,ITF3,2,770.3
2017,NUTS,2010,ITF3,2,786.4
2018,NUTS,2010,ITF3,2,787.4
2019,NUTS,2010,ITF3,2,794.2
2020,NUTS,2010,ITF3,2,805.5
2011,NUTS,2010,ITF4,2,466.0
2012,NUTS,2010,ITF4,2,472.4
2013,NUTS,2010,ITF4,2,477.7
2014,NUTS,2010,ITF4,2,494.7
2015,NUTS,2010,ITF4,2,485.4
2016,NUTS,2010,ITF4,2,482.6
2017,NUTS,2010,ITF4,2,499.5
2018,NUTS,2010,ITF4,2,508.7
2019,NUTS,2010,ITF4,2,522.0
2020,NUTS,2010,ITF4,2,534.8
2011,NUTS,2010,ITF5,2,70.6
2012,NUTS,2010,ITF5,2,76.3
2013,NUTS,2010,ITF5,2,80.2
2014,NUTS,2010,ITF5,2,81.1
2015,NUTS,2010,ITF5,2,83.2
2016,NUTS,2010,ITF5,2,83.9
2017,NUTS,2010,ITF5,2,84.0
2018,NUTS,2010,ITF5,2,82.0
2019,NUTS,2010,ITF5,2,86.5
2020,NUTS,2010,ITF5,2,87.0
2011,NUTS,2010,ITF6,2,236.4
2012,NUTS,2010,ITF6,2,242.6
2013,NUTS,2010,ITF6,2,230.7
2014,NUTS,2010,ITF6,2,248.2
2015,NUTS,2010,ITF6,2,256.2
2016,NUTS,2010,ITF6,2,252.9
2017,NUTS,2010,ITF6,2,249.2
2018,NUTS,2010,ITF6,2,247.1
2019,NUTS,2010,ITF6,2,258.8
2020,NUTS,2010,ITF6,2,250.0
2011,NUTS,2010,ITG,1,775.2
2012,NUTS,2010,ITG,1,808.5
2013,NUTS,2010,ITG,1,815.8
2014,NUTS,2010,ITG,1,805.1
2015,NUTS,2010,ITG,1,835.8
2016,NUTS,2010,ITG,1,835.7
2017,NUTS,2010,ITG,1,853.6
2018,NUTS,2010,ITG,1,854.5
2019,NUTS,2010,ITG,1,870.8
2020,NUTS,2010,ITG,1,882.7
